trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	13	13.0	21	word	word	informative	8	1.2	6.7	2.1	3.6	0.5	5.9
baseline	26	26.0	17	numeric	numeric	informative	-9	2.7	4.0	2.0	4.2	0.5	3.2
math	4*10	40.0	35	word	word	noninformative	-5	1.2	3.4	1.9	4.4	0.5	4.5
math	24+7	31.0	32	numeric	numeric	noninformative	1	2.0	5.0	2.7	4.4	0.5	4.1
math	23+22	45.0	37	word	numeric	noninformative	-8	1.6	3.9	2.0	4.3	0.5	7.2
math	29/14	2.1	5	numeric	numeric	noninformative	3	2.6	6.6	2.4	4.3	0.5	3.1
baseline	15	15.0	6	numeric	numeric	informative	-9	1.5	2.9	1.5	4.7	0.5	2.6
math	11*2	22.0	23	word	word	informative	1	2.4	3.4	2.6	5.0	0.5	3.0
math	2-18	-16.0	-17	numeric	numeric	noninformative	-1	2.2	3.3	1.6	4.6	0.5	4.0
math	9/6	1.5	-8	word	word	informative	-9	1.5	4.8	2.1	3.8	0.5	4.4
math	14/14	1.0	-4	word	word	informative	-5	2.6	3.4	1.3	5.7	0.5	4.9
baseline	29	29.0	27	numeric	word	informative	-2	2.7	4.5	1.6	6.4	0.5	3.3
math	21*1	21.0	24	numeric	numeric	noninformative	3	1.4	4.2	2.1	5.6	0.5	5.5
math	19-16	3.0	4	numeric	numeric	noninformative	1	2.7	2.6	2.7	4.2	0.5	6.3
math	25*17	425.0	421	numeric	word	noninformative	-4	2.6	4.7	1.5	5.7	0.5	5.3
math	26-1	25.0	31	numeric	numeric	noninformative	6	2.6	3.9	2.2	5.7	0.5	4.2
math	28-28	0.0	-1	word	numeric	noninformative	-1	1.5	4.0	1.2	3.9	0.5	7.3
math	21+11	32.0	38	numeric	word	noninformative	6	1.5	5.0	1.4	4.0	0.5	4.5
baseline	7	7.0	3	word	word	noninformative	-4	1.2	7.8	1.4	5.9	0.5	5.5
baseline	21	21.0	13	word	numeric	informative	-8	1.6	4.7	2.0	3.1	0.5	5.7
baseline	20	20.0	19	word	word	informative	-1	2.5	3.3	1.1	3.9	0.5	6.8
math	2+27	29.0	26	word	numeric	informative	-3	2.9	4.5	2.6	4.9	0.5	6.2
math	29/6	4.8	9	numeric	word	informative	4	2.1	4.7	2.9	4.1	0.5	3.9
baseline	11	11.0	6	word	word	informative	-5	1.8	4.5	2.9	3.4	0.5	8.6
