trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	2*7	14.0	24	word	numeric	noninformative	10	1.9	3.9	2.2	4.1	0.5	3.9
math	25/19	1.3	1	numeric	word	informative	0	1.5	3.0	2.9	4.2	0.5	3.4
math	30/4	7.5	8	numeric	numeric	informative	1	2.6	3.2	2.9	4.3	0.5	4.2
math	9-17	-8.0	-12	word	word	noninformative	-4	2.4	7.0	2.3	4.7	0.5	5.5
baseline	12	12.0	15	word	word	noninformative	3	2.5	4.9	1.6	4.1	0.5	4.1
math	30*24	720.0	718	numeric	word	noninformative	-2	1.6	7.6	2.1	4.2	0.5	6.1
baseline	23	23.0	30	word	word	noninformative	7	1.2	3.9	2.1	4.2	0.5	3.4
math	26+14	40.0	39	numeric	word	informative	-1	2.5	5.1	2.0	4.0	0.5	5.0
baseline	2	2.0	6	word	numeric	noninformative	4	1.4	4.0	2.6	4.3	0.5	7.6
math	5-17	-12.0	-8	numeric	word	noninformative	4	1.5	3.6	1.8	3.9	0.5	3.9
baseline	21	21.0	18	numeric	numeric	noninformative	-3	1.9	5.1	2.9	5.9	0.5	7.2
math	14*20	280.0	282	word	numeric	noninformative	2	1.4	3.9	1.9	3.6	0.5	7.4
baseline	24	24.0	25	word	word	informative	1	2.0	3.7	2.3	5.2	0.5	3.9
math	30+9	39.0	41	word	numeric	informative	2	1.3	3.9	2.7	3.9	0.5	6.1
math	8+1	9.0	14	word	numeric	informative	5	1.3	4.0	2.8	2.8	0.5	4.0
baseline	1	1.0	-9	numeric	word	informative	-10	2.5	3.7	1.4	3.8	0.5	2.9
baseline	6	6.0	1	word	word	noninformative	-5	1.6	5.7	2.7	3.4	0.5	5.4
math	29*24	696.0	700	word	numeric	informative	4	2.0	4.1	2.9	5.3	0.5	5.9
math	25-29	-4.0	-6	numeric	numeric	noninformative	-2	1.3	4.1	2.9	3.1	0.5	3.3
baseline	23	23.0	15	numeric	numeric	noninformative	-8	2.4	6.4	2.4	4.8	0.5	3.5
math	20/19	1.1	4	word	numeric	informative	3	1.3	4.8	1.4	5.5	0.5	6.0
math	25/20	1.2	10	numeric	word	informative	9	1.3	4.9	1.0	5.3	0.5	3.9
math	15+21	36.0	36	numeric	numeric	informative	0	1.9	4.5	2.3	4.9	0.5	4.9
math	14-19	-5.0	-2	numeric	word	informative	3	1.6	3.6	1.4	4.9	0.5	11.1
