trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	16-17	-1.0	3	numeric	word	informative	4	2.1	4.2	2.5	2.6	0.5	5.0
baseline	23	23.0	25	word	numeric	informative	2	1.1	3.7	3.0	4.6	0.5	5.1
baseline	30	30.0	28	numeric	word	noninformative	-2	2.8	4.4	2.6	4.0	0.5	6.1
math	17-8	9.0	11	numeric	word	noninformative	2	2.9	3.0	2.4	3.7	0.5	3.7
math	18+2	20.0	26	word	word	informative	6	2.4	5.6	2.9	2.8	0.5	3.8
baseline	25	25.0	21	word	word	noninformative	-4	2.1	3.3	1.2	5.8	0.5	3.6
math	13-11	2.0	-4	word	word	noninformative	-6	1.4	4.7	1.4	5.2	0.5	5.2
math	12+25	37.0	46	numeric	numeric	informative	9	2.2	3.0	2.3	3.8	0.5	3.7
math	17*12	204.0	203	numeric	numeric	informative	-1	1.7	5.7	2.6	3.8	0.5	3.2
math	15+28	43.0	42	word	word	noninformative	-1	2.9	3.7	2.3	2.4	0.5	5.9
baseline	24	24.0	29	word	numeric	noninformative	5	2.3	3.9	1.1	4.7	0.5	2.8
baseline	20	20.0	26	numeric	numeric	informative	6	2.3	5.1	1.6	6.0	0.5	4.2
math	9+21	30.0	29	word	numeric	informative	-1	2.9	4.1	1.2	4.3	0.5	3.5
math	25/6	4.2	-4	word	numeric	noninformative	-8	2.3	5.5	2.8	3.6	0.5	4.8
baseline	4	4.0	-1	word	numeric	informative	-5	1.5	5.8	2.9	6.2	0.5	4.4
math	28/19	1.5	-9	numeric	word	noninformative	-10	1.5	4.5	2.5	3.2	0.5	4.0
math	26-9	17.0	14	word	numeric	noninformative	-3	1.4	7.4	1.1	5.6	0.5	6.4
math	5*12	60.0	61	word	word	noninformative	1	1.2	3.1	2.5	5.3	0.5	4.1
math	1*13	13.0	14	numeric	word	informative	1	1.4	6.2	2.8	4.4	0.5	4.2
math	13/7	1.9	0	numeric	numeric	noninformative	-2	2.4	4.2	1.5	4.9	0.5	4.6
math	29/23	1.3	-5	numeric	numeric	informative	-6	3.0	4.8	2.9	4.1	0.5	4.0
math	7*25	175.0	177	numeric	word	informative	2	1.3	4.8	1.8	7.1	0.5	5.5
baseline	13	13.0	14	word	numeric	noninformative	1	1.4	4.4	1.8	5.0	0.5	5.3
baseline	12	12.0	2	numeric	word	informative	-10	1.6	7.4	1.4	4.6	0.5	9.5
