trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	13	13.0	11	numeric	numeric	informative	-2	1.7	5.6	2.0	3.9	0.5	3.7
baseline	22	22.0	24	word	numeric	noninformative	2	1.7	5.1	2.1	4.7	0.5	3.9
math	25/17	1.5	-3	word	numeric	noninformative	-4	1.3	4.2	1.8	5.2	0.5	3.6
math	18-5	13.0	14	word	numeric	informative	1	2.3	5.9	1.1	3.1	0.5	5.2
math	1-4	-3.0	1	word	word	informative	4	1.6	4.7	1.0	3.0	0.5	4.5
math	22+12	34.0	33	word	numeric	informative	-1	1.6	5.1	2.0	4.1	0.5	3.6
math	20/17	1.2	4	numeric	numeric	noninformative	3	2.7	4.2	1.4	3.9	0.5	3.8
math	21+26	47.0	47	numeric	numeric	noninformative	0	2.1	4.4	2.0	5.2	0.5	5.1
math	19*24	456.0	458	word	word	informative	2	1.2	7.7	1.9	4.7	0.5	3.3
math	17-10	7.0	16	numeric	word	informative	9	2.1	4.1	1.4	3.1	0.5	3.9
baseline	9	9.0	10	word	word	noninformative	1	2.4	5.2	1.6	4.9	0.5	4.7
baseline	17	17.0	17	numeric	word	noninformative	0	1.4	3.2	1.7	6.5	0.5	5.7
baseline	18	18.0	24	word	word	informative	6	1.4	6.7	1.5	4.8	0.5	3.0
math	20+29	49.0	44	numeric	word	noninformative	-5	1.2	3.4	2.1	2.4	0.5	4.5
math	12*18	216.0	218	numeric	numeric	noninformative	2	2.2	5.4	1.5	5.5	0.5	5.0
baseline	12	12.0	21	numeric	numeric	noninformative	9	2.1	6.1	2.6	4.2	0.5	6.0
baseline	5	5.0	-2	numeric	numeric	informative	-7	1.9	5.7	2.3	6.4	0.5	5.1
math	24/11	2.2	8	numeric	word	informative	6	1.4	3.9	2.2	3.0	0.5	4.5
math	14+17	31.0	34	word	numeric	informative	3	2.9	4.2	2.3	4.1	0.5	5.3
math	27-14	13.0	14	word	word	noninformative	1	2.4	3.2	2.3	4.2	0.5	6.7
baseline	24	24.0	25	word	word	informative	1	2.8	6.1	1.1	4.0	0.5	5.7
math	29*9	261.0	258	word	word	noninformative	-3	2.0	4.5	1.9	3.8	0.5	5.0
math	12/1	12.0	13	numeric	numeric	informative	1	1.5	5.8	2.1	3.4	0.5	4.3
math	20*8	160.0	155	numeric	word	noninformative	-5	2.3	3.7	1.6	5.1	0.5	14.9
