trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	18	18.0	20	word	numeric	noninformative	2	2.2	3.2	1.4	3.5	0.5	3.3
math	12-25	-13.0	-14	word	word	noninformative	-1	1.9	5.6	2.4	3.0	0.5	3.1
math	19+5	24.0	32	numeric	word	informative	8	1.5	4.1	3.0	5.8	0.5	3.3
baseline	10	10.0	3	numeric	numeric	noninformative	-7	2.1	3.8	2.0	3.6	0.5	5.9
math	4+24	28.0	24	numeric	word	informative	-4	1.7	4.2	2.3	3.6	0.5	4.3
math	26/15	1.7	-2	numeric	word	noninformative	-4	1.8	4.1	1.9	3.7	0.5	4.6
baseline	3	3.0	0	word	numeric	informative	-3	2.4	3.6	2.6	3.4	0.5	4.8
math	15-5	10.0	10	word	word	noninformative	0	1.5	5.2	2.8	3.0	0.5	4.8
baseline	15	15.0	23	numeric	numeric	noninformative	8	2.2	6.7	2.5	4.3	0.5	4.0
math	24/12	2.0	8	word	numeric	noninformative	6	2.4	4.0	2.6	4.0	0.5	3.4
math	27-29	-2.0	1	word	numeric	informative	3	1.1	3.3	2.7	4.8	0.5	6.1
math	12+6	18.0	24	numeric	numeric	informative	6	2.0	5.1	2.0	4.4	0.5	5.4
math	16*12	192.0	198	numeric	word	noninformative	6	1.8	5.0	1.3	5.6	0.5	3.5
math	26-20	6.0	4	numeric	numeric	noninformative	-2	3.0	2.2	1.6	5.0	0.5	3.7
baseline	16	16.0	16	word	word	informative	0	1.5	4.6	2.1	3.8	0.5	4.5
math	20+30	50.0	42	word	word	informative	-8	1.7	4.6	2.3	3.5	0.5	5.5
math	28/5	5.6	5	numeric	word	informative	-1	1.0	4.6	2.7	4.7	0.5	6.3
math	9*4	36.0	35	word	word	informative	-1	2.8	6.6	2.0	3.9	0.5	4.5
baseline	26	26.0	25	word	numeric	noninformative	-1	1.7	4.2	2.6	5.4	0.5	3.9
math	19/6	3.2	8	word	word	informative	5	2.1	6.2	3.0	3.1	0.5	5.2
math	29*10	290.0	300	numeric	numeric	informative	10	2.8	5.2	2.2	3.3	0.5	5.4
baseline	30	30.0	26	numeric	numeric	noninformative	-4	2.5	4.4	1.6	5.8	0.5	4.9
baseline	25	25.0	26	numeric	numeric	noninformative	1	2.3	5.4	2.3	2.7	0.5	6.0
math	9*16	144.0	145	word	word	informative	1	2.9	4.0	2.0	4.3	0.5	14.7
