trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	18-15	3.0	0	word	numeric	noninformative	-3	1.7	4.3	1.9	4.3	0.5	2.9
baseline	16	16.0	25	numeric	numeric	noninformative	9	2.9	3.9	2.6	3.1	0.5	5.3
math	22+5	27.0	28	word	word	informative	1	2.5	4.8	1.4	6.7	0.5	4.4
baseline	8	8.0	10	word	word	noninformative	2	2.2	3.6	2.0	2.9	0.5	6.4
math	3-22	-19.0	-17	numeric	numeric	informative	2	1.3	4.8	2.2	4.2	0.5	4.9
math	1*6	6.0	7	numeric	numeric	noninformative	1	1.3	4.3	1.1	6.8	0.5	6.0
math	7*10	70.0	73	numeric	word	informative	3	1.1	3.8	2.2	4.8	0.5	3.9
baseline	22	22.0	26	word	numeric	informative	4	2.7	7.0	1.3	6.2	0.5	3.3
baseline	21	21.0	27	word	word	informative	6	2.2	4.3	1.1	5.2	0.5	4.4
math	14+14	28.0	34	numeric	word	informative	6	2.4	7.0	2.9	4.8	0.5	4.5
math	15+26	41.0	42	numeric	word	noninformative	1	1.0	3.2	2.9	4.9	0.5	2.8
baseline	16	16.0	12	numeric	word	noninformative	-4	2.9	7.1	2.6	3.7	0.5	2.9
math	24+18	42.0	33	numeric	word	informative	-9	2.7	6.2	1.6	5.8	0.5	5.3
math	8/4	2.0	3	word	word	informative	1	1.4	6.1	1.2	6.5	0.5	5.6
math	3*16	48.0	47	numeric	word	noninformative	-1	1.4	7.9	2.4	2.9	0.5	4.3
math	13/11	1.2	0	numeric	numeric	noninformative	-1	1.4	4.0	1.9	3.5	0.5	5.9
math	13-5	8.0	7	word	numeric	informative	-1	1.6	4.1	1.2	4.2	0.5	7.4
math	9/2	4.5	4	numeric	word	noninformative	0	2.0	5.8	2.0	3.5	0.5	4.5
math	7*8	56.0	51	word	numeric	noninformative	-5	1.9	3.1	1.1	4.1	0.5	2.8
math	25/20	1.2	1	numeric	numeric	noninformative	0	1.6	5.4	2.8	3.5	0.5	2.9
baseline	2	2.0	12	word	numeric	noninformative	10	2.2	5.3	1.5	5.2	0.5	4.5
math	11-4	7.0	8	word	word	informative	1	1.3	3.9	2.3	3.6	0.5	4.3
baseline	9	9.0	19	word	numeric	informative	10	1.6	3.5	1.6	2.9	0.5	4.6
baseline	25	25.0	19	word	numeric	informative	-6	1.7	5.4	2.0	7.4	0.5	7.9
