trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	2*12	24.0	15	numeric	word	informative	-9	1.0	2.1	2.0	4.6	7.4	3.2
math	29-12	17.0	27	word	word	informative	10	2.5	3.0	2.0	6.2	3.9	5.1
baseline	15	15.0	9	numeric	word	informative	-6	3.0	2.9	2.0	4.3	4.3	5.6
math	1+13	14.0	4	word	numeric	noninformative	-10	1.5	1.9	2.0	6.9	6.0	5.3
baseline	15	15.0	16	word	numeric	noninformative	1	2.1	1.7	2.0	5.1	3.5	3.3
math	28-2	26.0	27	word	numeric	informative	1	1.2	3.0	2.0	3.5	3.0	4.8
math	16/2	8.0	6	numeric	word	noninformative	-2	1.7	1.8	2.0	5.4	3.2	5.7
baseline	21	21.0	26	numeric	numeric	noninformative	5	2.0	2.3	2.0	3.9	3.9	6.0
math	10/8	1.2	6	word	word	noninformative	5	2.5	2.4	2.0	3.4	4.9	5.7
baseline	2	2.0	4	numeric	word	noninformative	2	3.0	2.6	2.0	3.1	4.3	4.4
math	18+18	36.0	36	numeric	word	noninformative	0	2.7	2.4	2.0	4.1	6.9	3.5
math	30/15	2.0	4	word	numeric	informative	2	1.0	1.6	2.0	3.4	3.5	3.3
math	15+19	34.0	27	numeric	numeric	informative	-7	1.2	2.5	2.0	2.5	4.4	5.6
baseline	21	21.0	22	word	word	informative	1	1.3	2.8	2.0	3.9	4.3	4.9
math	2-5	-3.0	3	word	word	informative	6	2.4	1.2	2.0	2.6	3.8	5.0
baseline	15	15.0	24	numeric	numeric	noninformative	9	2.4	2.8	2.0	5.2	5.9	3.9
math	1+26	27.0	18	numeric	word	noninformative	-9	3.0	1.6	2.0	4.1	6.7	5.5
baseline	24	24.0	29	numeric	word	noninformative	5	1.4	1.7	2.0	4.9	6.0	3.5
baseline	14	14.0	10	word	numeric	informative	-4	2.3	1.4	2.0	4.3	7.1	6.0
math	18/2	9.0	15	word	numeric	noninformative	6	2.0	1.7	2.0	4.1	4.9	2.3
math	29*14	406.0	407	word	numeric	informative	1	1.3	2.5	2.0	4.7	3.2	4.1
math	18-17	1.0	-6	numeric	numeric	noninformative	-7	2.7	2.2	2.0	7.8	5.7	3.5
math	10*18	180.0	180	word	numeric	informative	0	2.8	1.7	2.0	4.4	7.6	5.6
math	27*14	378.0	371	numeric	word	informative	-7	2.2	2.3	2.0	5.9	3.8	4.4
