trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	14-20	-6.0	-2	word	numeric	noninformative	4	1.9	2.5	2.0	3.5	6.3	2.9
math	3*14	42.0	37	numeric	numeric	noninformative	-5	1.2	2.6	2.0	4.4	4.3	4.0
math	14/9	1.6	1	word	numeric	informative	-1	2.6	1.3	2.0	4.3	5.8	6.4
math	21/17	1.2	4	word	numeric	noninformative	3	2.6	2.4	2.0	4.2	4.5	3.7
baseline	28	28.0	32	numeric	word	informative	4	1.1	2.2	2.0	5.1	5.6	3.6
math	23+8	31.0	31	word	word	informative	0	2.8	1.6	2.0	3.0	4.8	5.2
math	13-25	-12.0	-13	numeric	word	noninformative	-1	2.4	2.3	2.0	3.9	4.0	3.2
baseline	21	21.0	20	numeric	numeric	noninformative	-1	2.9	2.0	2.0	7.8	6.5	5.6
baseline	4	4.0	11	numeric	numeric	noninformative	7	2.3	1.7	2.0	4.0	4.4	5.4
baseline	25	25.0	19	numeric	word	noninformative	-6	2.0	2.5	2.0	3.5	4.3	5.3
math	29*14	406.0	407	numeric	numeric	informative	1	2.2	1.4	2.0	5.3	4.3	3.7
math	25-6	19.0	19	word	word	informative	0	2.6	2.8	2.0	4.0	5.2	3.2
math	23-26	-3.0	-4	word	word	informative	-1	1.0	1.3	2.0	4.4	4.5	3.4
baseline	10	10.0	10	word	numeric	noninformative	0	2.0	2.4	2.0	4.1	4.6	5.4
math	17/6	2.8	12	word	word	informative	9	1.6	2.6	2.0	5.7	6.2	5.3
baseline	22	22.0	24	numeric	numeric	noninformative	2	1.2	1.2	2.0	4.6	3.3	4.2
math	20*29	580.0	576	numeric	word	informative	-4	2.6	2.7	2.0	4.4	3.4	4.2
baseline	27	27.0	26	word	numeric	noninformative	-1	2.7	2.3	2.0	5.3	5.6	3.5
baseline	26	26.0	28	word	numeric	informative	2	2.4	3.0	2.0	7.2	3.9	6.7
math	15+20	35.0	34	word	word	informative	-1	1.2	3.0	2.0	4.1	3.3	4.0
math	15*18	270.0	273	numeric	word	informative	3	2.8	2.6	2.0	5.2	3.7	4.7
math	9/1	9.0	14	word	word	informative	5	1.6	1.9	2.0	3.0	5.3	4.7
math	18+4	22.0	25	numeric	word	noninformative	3	2.4	1.6	2.0	4.1	4.8	5.3
math	10+16	26.0	35	numeric	numeric	noninformative	9	2.4	1.2	2.0	9.2	3.5	6.4
