trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	22/15	1.5	-7	word	word	noninformative	-8	1.9	7.9	2.7	4.1	0.5	4.9
baseline	30	30.0	29	word	word	informative	-1	2.8	6.1	1.3	6.9	0.5	3.4
math	14-24	-10.0	-20	word	word	noninformative	-10	2.0	6.0	1.4	4.2	0.5	3.5
math	26/22	1.2	2	word	numeric	informative	1	1.5	3.3	1.4	5.6	0.5	3.9
math	17/3	5.7	14	numeric	numeric	informative	8	2.9	4.4	1.6	6.1	0.5	4.1
math	10*16	160.0	162	numeric	word	noninformative	2	1.7	5.1	1.1	3.7	0.5	4.3
math	19*23	437.0	437	numeric	numeric	noninformative	0	2.3	3.0	2.4	3.3	0.5	7.1
math	3*28	84.0	91	numeric	numeric	informative	7	2.7	5.0	1.1	4.4	0.5	3.6
baseline	14	14.0	13	word	numeric	informative	-1	2.8	4.0	1.3	4.5	0.5	3.9
baseline	14	14.0	5	word	word	informative	-9	3.0	2.7	2.2	3.9	0.5	5.8
baseline	25	25.0	24	numeric	word	informative	-1	1.6	4.6	1.7	3.6	0.5	4.5
math	8-13	-5.0	-2	word	word	noninformative	3	1.4	3.9	2.3	3.5	0.5	4.0
math	20-24	-4.0	-8	word	numeric	noninformative	-4	2.7	3.9	2.5	7.4	0.5	4.5
math	29/24	1.2	4	numeric	numeric	informative	3	2.6	2.7	2.0	5.0	0.5	3.8
math	25+11	36.0	33	numeric	word	noninformative	-3	2.6	5.1	2.5	5.0	0.5	4.9
math	2+20	22.0	32	word	numeric	noninformative	10	2.1	4.9	3.0	5.0	0.5	4.3
math	3-27	-24.0	-28	word	numeric	noninformative	-4	2.6	5.0	1.5	5.3	0.5	5.1
baseline	6	6.0	6	numeric	word	noninformative	0	2.2	5.8	2.3	4.9	0.5	3.6
baseline	29	29.0	28	word	numeric	informative	-1	2.4	5.0	2.3	4.0	0.5	5.7
baseline	12	12.0	5	numeric	numeric	informative	-7	1.5	5.9	1.6	5.4	0.5	3.7
baseline	5	5.0	0	numeric	numeric	informative	-5	2.1	3.4	1.8	3.6	0.5	6.3
math	20+16	36.0	27	numeric	word	noninformative	-9	2.5	2.5	2.6	4.3	0.5	5.0
math	30*19	570.0	561	numeric	word	noninformative	-9	1.3	3.9	1.3	3.8	0.5	3.9
math	27+20	47.0	39	word	word	informative	-8	2.9	4.4	1.3	3.6	0.5	9.3
