trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	18	18.0	17	numeric	numeric	informative	-1	3.0	1.2	2.0	4.2	5.4	5.4
math	30+11	41.0	51	word	word	noninformative	10	2.8	1.3	2.0	3.5	3.1	5.8
math	15+29	44.0	45	word	word	noninformative	1	2.1	2.9	2.0	2.8	4.1	4.6
math	15+4	19.0	23	word	word	informative	4	1.6	2.3	2.0	3.4	4.3	4.9
math	11-17	-6.0	-6	numeric	word	noninformative	0	1.9	1.5	2.0	4.8	4.7	5.3
math	28/12	2.3	1	numeric	word	noninformative	-1	2.6	1.8	2.0	5.5	7.2	3.1
math	19/5	3.8	3	word	numeric	informative	-1	1.1	2.7	2.0	2.6	4.2	3.2
baseline	3	3.0	-2	word	numeric	informative	-5	2.6	2.4	2.0	4.1	6.4	6.6
math	14*2	28.0	36	numeric	word	noninformative	8	1.5	1.9	2.0	4.5	5.3	5.6
math	9-30	-21.0	-24	word	numeric	informative	-3	2.8	2.9	2.0	5.0	5.6	5.2
baseline	24	24.0	31	word	numeric	informative	7	1.0	1.2	2.0	5.2	4.9	4.8
baseline	1	1.0	2	numeric	word	noninformative	1	1.5	2.3	2.0	5.3	5.5	7.0
math	20*8	160.0	158	numeric	word	noninformative	-2	3.0	1.4	2.0	5.2	5.2	4.9
baseline	11	11.0	14	word	numeric	noninformative	3	1.7	2.2	2.0	3.2	4.0	4.4
math	16/2	8.0	12	numeric	numeric	informative	4	3.0	2.5	2.0	4.8	5.5	4.6
math	7*19	133.0	142	numeric	word	informative	9	2.1	1.8	2.0	3.5	4.9	4.4
baseline	1	1.0	3	numeric	numeric	informative	2	1.5	2.8	2.0	5.6	6.2	5.3
math	9-1	8.0	4	word	word	informative	-4	2.8	1.4	2.0	5.8	4.3	3.9
baseline	29	29.0	19	numeric	word	informative	-10	2.7	1.4	2.0	4.6	4.3	3.0
baseline	1	1.0	6	numeric	numeric	noninformative	5	1.2	1.3	2.0	4.1	5.1	6.1
math	28/1	28.0	35	numeric	numeric	noninformative	7	2.6	1.6	2.0	4.4	4.4	6.6
math	21+6	27.0	30	word	word	informative	3	1.5	1.8	2.0	3.3	5.1	2.6
math	13*6	78.0	79	word	numeric	noninformative	1	2.6	1.8	2.0	5.3	6.2	4.9
math	11-13	-2.0	-9	word	numeric	noninformative	-7	2.9	2.4	2.0	4.3	3.4	2.6
