trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	22/18	1.2	1	numeric	word	noninformative	0	1.3	4.9	1.2	3.6	0.5	3.5
baseline	4	4.0	-1	word	word	informative	-5	1.6	5.2	1.1	6.8	0.5	5.2
baseline	27	27.0	28	numeric	numeric	noninformative	1	2.1	5.2	2.0	4.4	0.5	2.8
math	2+23	25.0	22	numeric	numeric	informative	-3	1.3	4.2	2.8	5.0	0.5	3.8
math	7*25	175.0	174	word	word	informative	-1	2.0	3.5	2.6	6.2	0.5	2.6
math	2-3	-1.0	1	numeric	word	informative	2	2.8	5.3	2.5	4.3	0.5	4.1
baseline	21	21.0	21	word	word	noninformative	0	1.8	3.0	1.5	3.9	0.5	7.3
baseline	18	18.0	21	numeric	numeric	informative	3	1.3	3.7	2.9	5.3	0.5	4.8
math	22+1	23.0	22	word	numeric	informative	-1	3.0	6.3	2.8	4.7	0.5	5.4
math	23-29	-6.0	4	word	word	noninformative	10	2.5	3.0	2.0	4.1	0.5	4.5
math	4+11	15.0	20	numeric	word	noninformative	5	2.5	4.7	2.7	4.2	0.5	3.7
baseline	2	2.0	3	word	word	noninformative	1	1.1	5.5	1.2	7.3	0.5	4.2
baseline	11	11.0	8	word	numeric	informative	-3	2.6	3.9	2.1	5.1	0.5	3.4
math	17/6	2.8	9	word	numeric	informative	6	1.1	4.1	1.3	3.4	0.5	5.5
math	23/12	1.9	-1	numeric	word	noninformative	-3	2.1	4.8	1.0	5.7	0.5	3.4
math	18/15	1.2	-6	word	numeric	informative	-7	1.7	5.1	1.7	4.6	0.5	3.6
math	23+30	53.0	56	numeric	numeric	informative	3	1.4	3.8	2.6	5.9	0.5	5.7
math	16-11	5.0	9	numeric	numeric	noninformative	4	2.5	2.8	2.7	3.9	0.5	2.6
math	8*25	200.0	190	word	word	noninformative	-10	2.9	5.6	1.9	5.5	0.5	6.9
math	6*8	48.0	48	numeric	word	informative	0	2.4	6.0	1.2	5.2	0.5	4.0
baseline	22	22.0	20	word	numeric	noninformative	-2	2.9	3.6	2.7	3.2	0.5	3.9
math	12-23	-11.0	-10	numeric	numeric	noninformative	1	1.9	3.5	1.6	5.9	0.5	4.7
math	3*14	42.0	41	numeric	numeric	informative	-1	2.3	4.3	2.6	3.9	0.5	4.9
baseline	28	28.0	29	word	word	noninformative	1	2.3	3.6	1.3	5.2	0.5	11.2
