trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	16	16.0	17	word	word	noninformative	1	1.1	2.6	2.0	4.1	6.5	4.7
baseline	29	29.0	31	word	word	noninformative	2	2.8	1.3	2.0	3.6	4.3	5.7
baseline	27	27.0	34	numeric	numeric	informative	7	1.6	2.3	2.0	3.2	4.8	5.4
baseline	3	3.0	7	word	numeric	noninformative	4	2.8	2.5	2.0	6.3	3.2	3.4
math	7-25	-18.0	-15	word	numeric	informative	3	1.5	2.9	2.0	6.3	4.8	3.7
math	29*22	638.0	638	numeric	numeric	informative	0	2.5	2.5	2.0	7.2	6.3	3.9
math	18/11	1.6	3	word	word	informative	1	1.5	2.9	2.0	7.3	3.9	5.1
baseline	26	26.0	28	numeric	word	noninformative	2	2.5	2.8	2.0	5.8	3.1	3.6
baseline	22	22.0	12	numeric	word	informative	-10	1.4	2.0	2.0	5.5	3.9	3.9
math	15+15	30.0	25	word	numeric	informative	-5	2.2	2.0	2.0	4.1	3.3	3.8
math	27*15	405.0	403	word	word	noninformative	-2	1.3	1.8	2.0	5.4	4.6	4.1
math	12+14	26.0	25	word	word	noninformative	-1	2.2	1.2	2.0	5.1	4.7	6.7
math	29-6	23.0	17	numeric	numeric	noninformative	-6	1.8	2.0	2.0	7.1	4.5	6.7
math	3*9	27.0	28	word	numeric	noninformative	1	1.2	2.6	2.0	6.0	4.0	4.1
math	26/8	3.2	6	numeric	numeric	informative	3	1.6	2.5	2.0	3.4	4.5	3.6
math	11-28	-17.0	-22	word	word	informative	-5	2.8	2.0	2.0	7.2	6.8	4.5
baseline	28	28.0	28	numeric	numeric	informative	0	2.7	2.4	2.0	3.6	4.6	5.3
math	26-22	4.0	10	numeric	numeric	noninformative	6	2.7	1.5	2.0	5.3	4.0	4.5
math	30/12	2.5	2	word	word	noninformative	-1	1.4	2.9	2.0	4.7	5.2	3.6
math	11/9	1.2	4	numeric	word	informative	3	1.0	2.4	2.0	4.7	4.0	4.2
math	24+30	54.0	57	numeric	numeric	informative	3	2.9	2.5	2.0	3.8	4.0	6.1
baseline	11	11.0	11	word	numeric	noninformative	0	2.9	2.6	2.0	5.0	3.5	2.9
math	30+25	55.0	62	numeric	word	noninformative	7	2.5	3.0	2.0	3.9	4.4	4.3
math	14*23	322.0	313	numeric	word	informative	-9	1.8	2.4	2.0	0.6	4.7	3.1
