trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	23+19	42.0	40	numeric	numeric	noninformative	-2	1.4	2.6	2.0	3.6	7.1	4.3
math	16/7	2.3	8	numeric	numeric	noninformative	6	2.8	2.7	2.0	5.6	6.1	6.1
math	4+26	30.0	31	numeric	word	informative	1	1.1	1.4	2.0	6.0	6.1	6.9
baseline	22	22.0	16	numeric	numeric	informative	-6	2.7	2.8	2.0	4.7	3.9	4.6
math	12/7	1.7	-4	word	numeric	informative	-6	1.4	2.6	2.0	3.7	5.5	7.1
math	26/22	1.2	8	numeric	word	noninformative	7	1.5	1.5	2.0	4.1	3.1	6.6
baseline	15	15.0	18	word	numeric	noninformative	3	1.3	1.8	2.0	5.2	3.5	4.8
math	16*6	96.0	103	word	numeric	noninformative	7	1.9	1.7	2.0	3.6	3.9	3.0
math	23/19	1.2	0	numeric	word	informative	-1	2.7	1.6	2.0	3.7	6.7	7.5
baseline	7	7.0	10	word	numeric	informative	3	2.8	2.3	2.0	4.4	4.8	5.2
math	25-24	1.0	-5	numeric	numeric	informative	-6	2.4	1.5	2.0	2.8	4.1	4.8
baseline	2	2.0	0	word	word	noninformative	-2	1.6	1.2	2.0	4.7	4.3	6.9
math	6+1	7.0	5	word	word	informative	-2	2.9	1.7	2.0	3.7	4.3	4.1
math	8*7	56.0	56	word	word	noninformative	0	1.2	1.3	2.0	5.2	3.4	3.8
math	19+28	47.0	40	numeric	word	noninformative	-7	1.1	1.7	2.0	7.2	5.6	4.0
baseline	15	15.0	19	numeric	word	noninformative	4	2.3	2.4	2.0	3.1	2.7	3.6
math	13-3	10.0	10	numeric	numeric	informative	0	2.7	3.0	2.0	5.2	4.9	5.2
baseline	10	10.0	9	word	word	noninformative	-1	2.6	2.4	2.0	4.2	4.9	3.9
math	10-7	3.0	-5	numeric	numeric	informative	-8	2.7	2.2	2.0	6.3	4.6	5.8
math	5*11	55.0	56	word	numeric	informative	1	1.6	1.2	2.0	6.6	6.0	5.7
math	2-26	-24.0	-28	word	word	informative	-4	1.1	2.5	2.0	3.6	3.7	3.9
math	1*19	19.0	26	word	numeric	noninformative	7	1.4	1.6	2.0	5.1	6.0	3.8
baseline	10	10.0	14	word	word	informative	4	1.5	1.1	2.0	3.5	4.9	6.4
baseline	30	30.0	29	numeric	word	noninformative	-1	2.8	1.2	2.0	1.0	3.2	6.4
