trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	26	26.0	26	numeric	numeric	noninformative	0	1.1	5.4	2.8	4.9	0.5	5.3
math	29*22	638.0	641	word	word	noninformative	3	1.6	3.2	2.5	5.7	0.5	4.9
math	12*29	348.0	350	word	word	noninformative	2	2.4	3.1	2.0	5.1	0.5	4.0
baseline	25	25.0	25	word	numeric	noninformative	0	1.0	5.6	1.3	5.2	0.5	4.0
math	27/22	1.2	-5	numeric	numeric	informative	-6	1.4	3.3	1.6	3.8	0.5	4.1
math	11-24	-13.0	-12	numeric	word	noninformative	1	1.1	3.4	1.6	3.4	0.5	4.7
baseline	25	25.0	21	word	word	informative	-4	1.6	4.1	1.7	5.7	0.5	4.5
math	28/14	2.0	4	word	word	noninformative	2	2.3	5.3	1.9	3.1	0.5	3.7
math	25*15	375.0	381	word	word	informative	6	1.6	4.4	2.1	5.9	0.5	4.7
baseline	20	20.0	17	numeric	word	informative	-3	2.2	4.0	1.4	5.6	0.5	3.9
math	1*8	8.0	-1	word	numeric	informative	-9	1.1	3.7	2.6	4.1	0.5	4.1
baseline	20	20.0	20	numeric	numeric	noninformative	0	2.7	3.6	2.5	5.6	0.5	5.0
math	2-29	-27.0	-23	word	word	noninformative	4	1.3	6.5	2.7	4.4	0.5	7.6
math	22/12	1.8	3	numeric	numeric	noninformative	1	1.4	5.5	1.5	3.4	0.5	5.3
baseline	18	18.0	17	word	numeric	informative	-1	2.0	4.3	2.2	4.9	0.5	3.5
math	17+24	41.0	39	numeric	word	noninformative	-2	2.7	4.5	2.3	2.7	0.5	5.3
baseline	12	12.0	9	numeric	word	informative	-3	2.5	3.6	1.8	3.4	0.5	6.6
math	3-30	-27.0	-35	word	numeric	noninformative	-8	2.9	5.3	1.8	4.3	0.5	5.8
math	6-3	3.0	7	word	numeric	informative	4	2.5	6.1	2.6	6.4	0.5	3.9
math	6+5	11.0	7	numeric	word	informative	-4	1.8	3.5	2.2	6.1	0.5	3.9
math	29/2	14.5	20	word	word	informative	6	1.8	4.2	2.8	3.9	0.5	5.4
math	20+6	26.0	29	numeric	numeric	noninformative	3	2.4	3.6	2.0	3.3	0.5	3.3
baseline	23	23.0	21	numeric	numeric	informative	-2	1.5	4.4	2.7	3.8	0.5	5.0
math	4+12	16.0	13	numeric	numeric	informative	-3	2.7	4.2	2.7	3.2	0.5	13.9
