trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	23*30	690.0	688	numeric	numeric	informative	-2	1.6	6.9	2.8	3.0	0.5	3.3
math	6+8	14.0	16	numeric	numeric	noninformative	2	2.5	3.9	1.3	2.8	0.5	5.5
baseline	25	25.0	22	word	numeric	informative	-3	2.8	6.3	2.2	3.5	0.5	5.8
baseline	1	1.0	8	word	numeric	noninformative	7	2.4	3.9	2.1	4.6	0.5	5.8
baseline	29	29.0	30	numeric	numeric	noninformative	1	2.6	7.6	2.8	5.5	0.5	4.3
math	16-22	-6.0	3	numeric	numeric	informative	9	2.8	4.9	2.0	2.8	0.5	2.4
math	14*6	84.0	75	word	numeric	noninformative	-9	2.5	4.0	1.5	4.0	0.5	3.5
math	24/2	12.0	21	numeric	numeric	noninformative	9	1.6	3.5	2.1	4.5	0.5	5.4
math	18/13	1.4	-9	word	word	informative	-10	1.6	5.3	2.4	4.2	0.5	4.2
baseline	11	11.0	6	numeric	numeric	noninformative	-5	2.4	3.8	1.9	5.7	0.5	2.7
math	28/13	2.2	3	numeric	word	noninformative	1	2.1	3.9	1.5	4.1	0.5	4.5
baseline	14	14.0	20	word	word	informative	6	3.0	3.1	2.2	7.0	0.5	4.3
baseline	26	26.0	25	word	word	noninformative	-1	2.9	4.0	2.0	6.5	0.5	3.9
math	19-19	0.0	-1	word	word	noninformative	-1	2.7	5.2	1.9	5.5	0.5	3.7
baseline	8	8.0	4	word	word	noninformative	-4	1.6	3.8	1.7	3.6	0.5	5.1
math	18+13	31.0	28	numeric	word	noninformative	-3	2.4	4.2	1.7	3.5	0.5	3.6
math	18-17	1.0	6	numeric	word	informative	5	1.1	3.9	1.8	3.4	0.5	5.1
math	15/11	1.4	-3	numeric	numeric	informative	-4	2.0	3.3	2.1	3.3	0.5	3.9
math	7*22	154.0	147	word	numeric	informative	-7	1.4	2.6	2.8	5.4	0.5	3.1
math	14+22	36.0	46	word	word	noninformative	10	2.9	7.8	2.4	4.6	0.5	3.9
math	16+24	40.0	39	numeric	word	informative	-1	3.0	5.7	1.6	4.2	0.5	7.7
baseline	21	21.0	21	numeric	numeric	informative	0	1.2	3.9	1.3	4.7	0.5	7.5
math	12*22	264.0	264	word	word	informative	0	1.8	6.5	1.4	4.1	0.5	4.3
math	5-14	-9.0	-8	word	word	informative	1	2.7	3.2	2.6	7.4	0.5	7.7
