trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	5*1	5.0	9	word	word	noninformative	4	2.2	2.8	2.0	5.2	3.8	3.2
baseline	18	18.0	19	numeric	numeric	noninformative	1	1.5	2.6	2.0	4.2	5.2	3.7
math	26+15	41.0	44	numeric	numeric	noninformative	3	1.5	3.0	2.0	3.4	3.6	3.2
baseline	9	9.0	4	word	numeric	informative	-5	1.3	1.8	2.0	6.3	3.0	5.2
baseline	5	5.0	5	word	numeric	informative	0	2.5	1.1	2.0	4.7	4.3	6.2
math	20/10	2.0	3	word	word	informative	1	2.6	2.2	2.0	6.6	4.8	6.1
baseline	23	23.0	25	word	word	informative	2	2.9	2.4	2.0	5.0	4.7	4.2
math	19-28	-9.0	-6	numeric	word	noninformative	3	2.1	3.0	2.0	5.4	5.1	5.9
baseline	13	13.0	15	numeric	word	informative	2	1.4	2.5	2.0	3.7	3.6	4.2
math	14/12	1.2	8	word	numeric	noninformative	7	2.0	2.2	2.0	2.9	5.7	5.0
math	8-25	-17.0	-12	word	numeric	noninformative	5	2.5	2.6	2.0	3.8	3.8	5.1
baseline	6	6.0	0	numeric	word	noninformative	-6	2.4	2.2	2.0	3.7	5.0	6.8
math	14/9	1.6	0	word	word	noninformative	-2	1.7	2.3	2.0	5.5	4.7	3.3
math	9+22	31.0	33	word	numeric	noninformative	2	2.3	1.7	2.0	4.5	5.4	3.3
math	20+23	43.0	36	numeric	word	informative	-7	2.6	1.4	2.0	6.2	4.4	4.5
math	12/1	12.0	6	numeric	numeric	informative	-6	2.4	2.4	2.0	5.0	5.2	3.5
math	16*15	240.0	247	word	word	informative	7	2.0	2.2	2.0	4.4	7.1	6.8
baseline	9	9.0	12	numeric	numeric	noninformative	3	2.8	1.4	2.0	3.4	4.2	4.6
math	13*10	130.0	132	numeric	word	informative	2	1.6	2.9	2.0	4.0	4.2	3.7
baseline	26	26.0	24	word	word	informative	-2	3.0	2.1	2.0	4.9	5.4	6.7
math	27*23	621.0	621	word	word	noninformative	0	2.7	2.0	2.0	3.5	4.1	4.8
math	1+20	21.0	21	numeric	numeric	informative	0	1.4	1.4	2.0	4.7	4.9	4.2
math	12-30	-18.0	-15	numeric	numeric	informative	3	2.5	1.2	2.0	2.8	4.8	6.8
math	27-16	11.0	14	numeric	numeric	noninformative	3	2.3	2.2	2.0	5.6	3.7	3.1
