trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	20-12	8.0	10	numeric	numeric	informative	2	2.8	1.6	2.0	5.2	6.1	4.7
math	22-1	21.0	20	word	word	informative	-1	1.6	1.3	2.0	4.2	4.9	3.3
math	5-27	-22.0	-22	word	numeric	informative	0	2.2	1.0	2.0	3.3	4.9	5.2
baseline	13	13.0	15	word	numeric	noninformative	2	2.3	2.0	2.0	3.6	4.9	4.1
math	18*30	540.0	541	word	word	noninformative	1	2.2	2.2	2.0	3.6	4.8	4.0
baseline	27	27.0	26	word	numeric	noninformative	-1	2.2	1.7	2.0	5.6	6.7	5.6
math	15+8	23.0	22	word	numeric	informative	-1	2.0	1.0	2.0	4.5	4.2	3.0
math	12/6	2.0	-2	numeric	numeric	informative	-4	1.3	2.2	2.0	6.8	4.1	5.5
math	30*1	30.0	40	numeric	numeric	noninformative	10	1.1	1.5	2.0	5.3	5.2	4.6
math	11*25	275.0	280	numeric	numeric	noninformative	5	2.8	3.0	2.0	5.5	5.6	5.0
baseline	26	26.0	21	word	numeric	noninformative	-5	1.3	1.4	2.0	6.1	4.8	6.0
math	20/2	10.0	11	word	numeric	informative	1	1.6	1.2	2.0	5.2	3.8	7.2
math	20*4	80.0	82	numeric	word	noninformative	2	2.5	1.8	2.0	3.2	4.9	3.7
baseline	14	14.0	19	numeric	word	informative	5	2.3	2.6	2.0	5.2	4.0	4.3
math	25+14	39.0	40	numeric	word	noninformative	1	1.1	1.5	2.0	3.7	6.4	3.6
baseline	7	7.0	5	word	word	informative	-2	2.0	1.9	2.0	6.6	5.9	4.1
math	24/24	1.0	1	word	word	noninformative	0	2.5	1.3	2.0	4.7	4.0	3.2
math	26-22	4.0	14	numeric	word	informative	10	2.3	2.8	2.0	4.4	5.7	6.0
math	20/19	1.1	1	numeric	numeric	informative	0	1.5	1.1	2.0	4.5	3.9	3.8
baseline	28	28.0	23	word	word	noninformative	-5	2.6	1.1	2.0	7.3	4.1	3.6
baseline	8	8.0	5	numeric	word	informative	-3	1.0	1.3	2.0	5.3	3.7	3.0
baseline	27	27.0	30	word	word	informative	3	1.4	1.5	2.0	5.0	5.6	3.4
math	20+5	25.0	22	numeric	numeric	noninformative	-3	2.8	1.3	2.0	6.2	2.8	6.0
math	14+19	33.0	31	numeric	word	noninformative	-2	3.0	2.9	2.0	9.4	5.8	4.3
