trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	18	18.0	16	word	numeric	informative	-2	2.7	1.3	2.0	4.6	4.4	3.0
baseline	11	11.0	14	numeric	numeric	informative	3	1.4	2.9	2.0	4.3	5.0	2.9
math	5-26	-21.0	-25	word	numeric	noninformative	-4	1.9	2.8	2.0	5.4	4.3	4.5
math	22+5	27.0	28	numeric	numeric	informative	1	2.3	1.2	2.0	5.6	4.1	5.0
math	1-20	-19.0	-18	word	word	informative	1	2.9	2.1	2.0	4.2	5.4	4.8
baseline	5	5.0	6	numeric	word	informative	1	1.4	2.9	2.0	6.1	4.5	5.9
math	8*27	216.0	214	numeric	numeric	noninformative	-2	2.2	1.6	2.0	6.0	3.1	6.9
baseline	2	2.0	7	numeric	numeric	informative	5	2.8	2.6	2.0	4.3	3.6	6.1
math	13/4	3.2	-4	word	word	noninformative	-7	1.5	1.4	2.0	3.3	3.9	4.8
math	22/7	3.1	-6	word	word	noninformative	-9	2.5	1.9	2.0	4.2	3.5	3.4
baseline	2	2.0	9	numeric	word	noninformative	7	2.3	1.6	2.0	6.3	5.5	5.4
baseline	18	18.0	10	numeric	numeric	informative	-8	2.6	1.1	2.0	4.1	5.0	4.3
math	13*4	52.0	61	word	word	informative	9	2.8	2.8	2.0	7.4	3.4	4.5
math	1+15	16.0	24	numeric	numeric	noninformative	8	1.7	1.9	2.0	5.4	5.1	5.2
math	24/17	1.4	1	word	numeric	noninformative	0	2.2	1.1	2.0	3.1	6.4	4.9
math	21*16	336.0	335	word	numeric	informative	-1	2.0	1.7	2.0	3.8	3.9	3.9
baseline	28	28.0	26	word	numeric	noninformative	-2	2.3	2.8	2.0	4.0	2.6	5.8
math	16*26	416.0	416	numeric	word	informative	0	2.3	2.8	2.0	3.8	4.5	3.1
math	1+10	11.0	8	numeric	word	noninformative	-3	1.0	2.8	2.0	5.3	5.2	7.4
math	24/10	2.4	2	word	word	noninformative	0	2.0	1.9	2.0	4.7	4.6	5.0
baseline	15	15.0	7	numeric	numeric	noninformative	-8	2.4	2.4	2.0	4.8	7.3	4.6
math	30+30	60.0	61	word	word	informative	1	2.8	1.8	2.0	2.9	4.0	5.4
math	7-10	-3.0	-7	numeric	word	noninformative	-4	1.9	1.4	2.0	4.0	3.8	5.4
math	26-10	16.0	18	word	word	informative	2	1.5	2.4	2.0	6.2	4.5	3.8
