trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	20/7	2.9	-6	word	numeric	noninformative	-9	2.8	4.7	2.2	4.1	0.5	5.7
baseline	25	25.0	29	word	numeric	informative	4	3.0	4.7	2.2	4.9	0.5	4.8
math	10+21	31.0	31	numeric	word	informative	0	2.7	5.4	1.4	6.4	0.5	4.9
baseline	1	1.0	1	numeric	word	informative	0	2.7	6.0	1.5	4.6	0.5	5.2
math	29+27	56.0	57	word	numeric	informative	1	2.8	5.1	2.9	6.4	0.5	3.1
baseline	16	16.0	8	numeric	numeric	informative	-8	2.7	4.0	2.4	6.3	0.5	3.8
math	5-9	-4.0	-5	numeric	word	noninformative	-1	1.9	2.5	2.4	3.6	0.5	6.7
math	2*24	48.0	46	numeric	word	informative	-2	1.9	4.0	1.6	3.7	0.5	3.9
baseline	22	22.0	19	word	numeric	informative	-3	2.2	5.9	1.2	7.5	0.5	5.0
baseline	12	12.0	13	numeric	word	noninformative	1	1.1	5.0	2.1	5.0	0.5	2.8
math	28/8	3.5	2	word	word	noninformative	-1	1.8	4.2	2.4	3.2	0.5	5.1
baseline	6	6.0	14	word	word	informative	8	2.8	4.3	1.6	4.6	0.5	4.0
math	15*20	300.0	300	numeric	numeric	informative	0	1.2	4.2	2.5	2.6	0.5	5.6
math	22+3	25.0	28	word	word	informative	3	2.8	4.1	1.9	3.3	0.5	3.5
math	27-30	-3.0	7	word	numeric	noninformative	10	1.4	4.3	1.1	3.6	0.5	3.9
baseline	6	6.0	5	numeric	numeric	noninformative	-1	1.3	4.9	2.7	3.5	0.5	4.4
math	9*10	90.0	97	numeric	word	informative	7	2.9	4.7	1.5	4.8	0.5	3.4
math	7-9	-2.0	-2	word	numeric	noninformative	0	2.9	3.5	2.3	4.2	0.5	4.4
math	26/12	2.2	2	word	numeric	noninformative	0	2.5	3.4	2.0	4.2	0.5	4.5
math	1*19	19.0	23	word	word	noninformative	4	2.8	5.3	1.2	4.0	0.5	5.6
baseline	4	4.0	4	numeric	word	noninformative	0	2.2	4.1	2.3	3.6	0.5	4.8
math	16/14	1.1	5	word	word	informative	4	2.7	2.6	1.2	5.3	0.5	3.0
math	1+20	21.0	17	numeric	numeric	noninformative	-4	1.2	5.0	2.7	5.3	0.5	2.8
math	14-6	8.0	8	numeric	numeric	noninformative	0	2.8	4.1	3.0	4.6	0.5	12.4
