trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	11+4	15.0	16	word	word	informative	1	2.3	5.0	1.4	3.2	0.5	5.5
math	25-15	10.0	13	word	numeric	noninformative	3	2.8	3.4	2.7	6.6	0.5	3.0
math	19/14	1.4	0	numeric	word	noninformative	-1	2.3	5.3	2.9	5.0	0.5	3.7
math	23/7	3.3	2	numeric	word	informative	-1	1.2	3.8	1.8	3.9	0.5	4.6
baseline	16	16.0	6	numeric	numeric	noninformative	-10	2.0	3.1	2.6	6.4	0.5	5.3
math	25*24	600.0	595	numeric	word	informative	-5	2.9	4.9	1.5	3.9	0.5	6.8
baseline	24	24.0	23	word	word	noninformative	-1	1.3	3.4	2.8	4.1	0.5	3.3
math	16+7	23.0	25	word	numeric	informative	2	1.1	3.8	1.7	4.4	0.5	4.0
baseline	10	10.0	20	word	word	informative	10	1.4	4.2	1.0	3.8	0.5	5.4
math	28+21	49.0	51	word	numeric	noninformative	2	1.2	5.5	1.8	8.0	0.5	5.8
math	3/2	1.5	4	numeric	word	informative	3	1.8	5.1	1.8	4.0	0.5	6.5
math	12-24	-12.0	-13	numeric	word	noninformative	-1	2.4	3.4	1.4	6.1	0.5	4.9
baseline	26	26.0	25	word	numeric	noninformative	-1	1.9	3.6	1.7	3.6	0.5	3.8
math	13*16	208.0	202	word	numeric	informative	-6	1.9	3.8	2.8	5.5	0.5	4.1
math	25*21	525.0	526	numeric	numeric	informative	1	1.3	4.4	2.4	4.0	0.5	3.5
baseline	20	20.0	17	word	word	informative	-3	2.2	6.1	1.3	3.1	0.5	4.6
math	19-20	-1.0	-1	numeric	numeric	noninformative	0	1.0	3.9	2.5	3.5	0.5	4.2
math	16+27	43.0	45	numeric	numeric	informative	2	2.7	5.6	1.2	3.9	0.5	4.7
baseline	20	20.0	21	numeric	numeric	noninformative	1	1.4	3.6	3.0	6.3	0.5	6.4
math	19*4	76.0	77	numeric	word	informative	1	1.5	4.3	1.1	4.9	0.5	4.0
math	20-7	13.0	10	word	word	noninformative	-3	2.6	5.1	3.0	4.9	0.5	3.5
baseline	4	4.0	-5	numeric	numeric	noninformative	-9	1.1	3.8	1.4	4.8	0.5	5.9
baseline	15	15.0	14	word	numeric	informative	-1	1.9	4.9	1.8	5.8	0.5	5.6
math	8/8	1.0	0	word	word	noninformative	-1	1.4	5.8	1.2	4.4	0.5	12.6
