trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	23	23.0	23	numeric	numeric	informative	0	1.6	3.0	1.1	4.7	0.5	3.3
baseline	11	11.0	12	numeric	numeric	informative	1	2.9	7.4	1.7	3.9	0.5	5.9
math	5+6	11.0	12	word	numeric	informative	1	1.6	6.3	2.0	4.7	0.5	6.3
math	9*26	234.0	229	numeric	numeric	informative	-5	2.2	3.4	1.2	4.8	0.5	3.1
math	17*8	136.0	134	word	word	noninformative	-2	2.1	3.3	1.7	4.7	0.5	5.9
math	25/11	2.3	5	numeric	word	noninformative	3	2.6	4.0	2.2	3.5	0.5	4.4
math	25-4	21.0	20	numeric	word	informative	-1	1.3	6.0	2.0	6.3	0.5	4.1
baseline	18	18.0	16	word	numeric	noninformative	-2	1.6	5.0	2.9	4.2	0.5	3.5
math	4-16	-12.0	-16	numeric	word	informative	-4	2.0	5.7	2.0	5.3	0.5	4.8
baseline	26	26.0	25	numeric	word	informative	-1	2.8	5.5	1.9	4.3	0.5	5.7
math	23/5	4.6	9	word	numeric	informative	4	2.1	5.3	1.3	3.9	0.5	5.0
math	12+29	41.0	40	word	numeric	informative	-1	1.2	2.8	1.7	4.7	0.5	4.8
baseline	25	25.0	23	word	word	noninformative	-2	2.0	4.7	1.7	4.0	0.5	6.6
math	12*1	12.0	13	word	word	noninformative	1	2.2	7.8	2.2	5.3	0.5	6.0
math	24+27	51.0	58	word	numeric	noninformative	7	1.6	3.2	1.9	3.7	0.5	3.5
baseline	20	20.0	17	numeric	word	noninformative	-3	1.7	4.0	1.0	2.9	0.5	4.0
math	21/2	10.5	10	word	word	noninformative	0	1.8	3.1	2.5	3.4	0.5	5.2
baseline	4	4.0	1	numeric	word	noninformative	-3	2.1	4.0	1.3	4.6	0.5	4.3
math	11-5	6.0	8	numeric	word	informative	2	2.1	4.7	2.8	6.9	0.5	5.0
math	13/3	4.3	6	word	word	noninformative	2	1.7	6.1	2.4	3.8	0.5	4.7
math	15*13	195.0	191	word	numeric	informative	-4	2.2	3.8	2.1	3.3	0.5	4.4
baseline	24	24.0	20	numeric	numeric	noninformative	-4	1.4	5.3	1.7	3.1	0.5	5.0
math	27-29	-2.0	-7	numeric	numeric	informative	-5	2.4	5.0	2.6	4.7	0.5	6.3
math	22+20	42.0	49	word	numeric	noninformative	7	3.0	3.8	2.7	4.7	0.5	6.8
