trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	2*26	52.0	51	numeric	word	noninformative	-1	1.9	2.8	2.0	3.0	3.9	4.8
baseline	10	10.0	6	word	word	informative	-4	2.4	1.9	2.0	7.9	3.6	7.9
math	25-2	23.0	24	numeric	numeric	noninformative	1	1.1	2.8	2.0	4.7	5.6	4.9
baseline	21	21.0	20	numeric	word	informative	-1	1.9	2.1	2.0	3.8	2.7	3.3
math	14+2	16.0	21	numeric	numeric	noninformative	5	2.3	2.9	2.0	4.0	3.9	5.4
math	16-30	-14.0	-15	word	numeric	informative	-1	1.5	1.2	2.0	5.0	4.4	4.6
math	8*3	24.0	18	numeric	numeric	informative	-6	1.2	2.9	2.0	5.0	4.8	3.0
math	24+21	45.0	45	word	numeric	noninformative	0	2.6	1.5	2.0	4.2	3.5	5.9
math	2-11	-9.0	-13	numeric	word	informative	-4	1.4	2.1	2.0	7.3	5.9	3.7
math	29/1	29.0	29	word	numeric	noninformative	0	1.2	2.0	2.0	6.1	7.2	4.5
math	6/2	3.0	1	word	numeric	noninformative	-2	1.6	3.0	2.0	3.8	5.9	4.7
math	17-30	-13.0	-12	word	word	informative	1	2.9	1.0	2.0	5.1	3.2	4.6
baseline	4	4.0	8	word	numeric	noninformative	4	1.4	2.5	2.0	3.3	2.5	4.2
math	24+25	49.0	56	word	numeric	informative	7	2.1	2.4	2.0	4.5	5.2	3.9
baseline	4	4.0	2	numeric	word	informative	-2	2.7	2.0	2.0	4.0	4.7	6.4
math	8*8	64.0	65	numeric	numeric	noninformative	1	2.5	2.0	2.0	6.1	5.1	4.3
math	27+28	55.0	51	numeric	numeric	noninformative	-4	1.8	2.0	2.0	5.4	4.3	4.7
math	16/11	1.5	0	numeric	word	informative	-1	2.9	1.2	2.0	3.1	6.8	5.3
baseline	22	22.0	12	word	word	informative	-10	1.3	2.9	2.0	3.9	4.9	5.5
math	11/2	5.5	10	numeric	word	informative	5	1.2	2.2	2.0	4.6	7.3	3.3
baseline	9	9.0	7	word	word	noninformative	-2	3.0	2.5	2.0	3.7	2.9	4.1
math	25*29	725.0	727	word	word	noninformative	2	1.2	1.5	2.0	6.8	4.1	4.4
baseline	14	14.0	14	numeric	numeric	informative	0	1.9	2.0	2.0	5.9	4.2	4.7
baseline	5	5.0	-3	word	word	noninformative	-8	2.4	2.2	2.0	6.9	3.5	3.7
