trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	3+23	26.0	26	numeric	numeric	informative	0	1.2	2.3	2.0	4.4	5.4	5.6
math	20*4	80.0	81	word	word	noninformative	1	2.4	1.6	2.0	3.6	4.6	7.6
math	13*13	169.0	168	word	numeric	informative	-1	2.1	1.1	2.0	5.4	3.0	5.8
math	29-3	26.0	28	numeric	numeric	noninformative	2	1.7	1.1	2.0	5.3	5.5	3.3
math	7*5	35.0	35	word	numeric	noninformative	0	1.8	1.9	2.0	4.6	4.5	4.3
baseline	22	22.0	24	numeric	word	informative	2	2.2	2.4	2.0	3.3	3.6	7.0
baseline	11	11.0	20	numeric	numeric	noninformative	9	2.4	2.6	2.0	2.0	5.3	5.4
math	24/6	4.0	3	numeric	numeric	noninformative	-1	1.3	1.5	2.0	6.3	3.3	6.9
math	26-22	4.0	4	numeric	word	informative	0	1.1	2.3	2.0	4.1	5.9	3.0
math	16/8	2.0	5	word	numeric	informative	3	2.0	2.7	2.0	4.0	3.3	5.3
baseline	11	11.0	13	word	word	noninformative	2	1.9	1.4	2.0	5.6	6.9	3.9
math	30*20	600.0	597	numeric	numeric	noninformative	-3	2.9	1.3	2.0	4.6	6.2	3.4
math	29-16	13.0	12	word	word	noninformative	-1	1.8	2.6	2.0	3.1	6.4	3.1
math	6/5	1.2	2	numeric	word	informative	1	1.5	1.1	2.0	5.8	4.1	5.4
math	30-8	22.0	26	word	word	informative	4	1.8	1.7	2.0	5.0	3.4	4.7
math	9+16	25.0	16	numeric	word	informative	-9	2.3	2.4	2.0	6.3	6.0	3.4
baseline	23	23.0	30	word	numeric	noninformative	7	2.2	2.7	2.0	5.1	3.2	3.4
baseline	25	25.0	27	word	numeric	noninformative	2	2.6	1.9	2.0	7.2	4.6	2.7
baseline	20	20.0	23	word	numeric	informative	3	2.2	1.2	2.0	4.1	6.4	7.5
math	28/22	1.3	4	word	word	noninformative	3	2.3	1.2	2.0	3.7	4.9	4.5
math	13+13	26.0	25	numeric	word	noninformative	-1	1.7	2.4	2.0	5.3	3.6	3.6
math	20+20	40.0	30	numeric	word	informative	-10	1.3	2.6	2.0	5.4	3.5	3.9
baseline	10	10.0	10	word	numeric	informative	0	2.5	1.6	2.0	5.2	5.2	4.6
baseline	15	15.0	15	numeric	word	informative	0	1.8	1.8	2.0	7.8	5.0	6.3
