trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	20	20.0	13	numeric	word	informative	-7	2.2	5.9	2.4	4.5	0.5	3.7
baseline	8	8.0	6	numeric	word	noninformative	-2	2.0	4.4	2.0	7.7	0.5	4.0
math	27+23	50.0	45	numeric	numeric	informative	-5	1.6	5.0	1.7	3.4	0.5	5.2
math	3+11	14.0	15	numeric	numeric	noninformative	1	2.3	3.3	1.4	4.5	0.5	3.5
math	30-19	11.0	12	numeric	numeric	noninformative	1	1.5	5.5	2.1	5.2	0.5	4.8
baseline	30	30.0	31	numeric	numeric	noninformative	1	2.0	4.0	1.1	5.8	0.5	4.4
baseline	24	24.0	25	numeric	word	informative	1	1.7	4.2	2.2	3.9	0.5	3.7
baseline	24	24.0	19	numeric	numeric	noninformative	-5	1.7	4.7	2.6	5.4	0.5	3.5
math	7+1	8.0	7	word	word	informative	-1	2.5	3.6	1.4	4.9	0.5	4.3
baseline	8	8.0	8	numeric	numeric	informative	0	2.3	4.2	2.3	6.0	0.5	3.2
math	15/7	2.1	-8	word	word	informative	-10	2.9	7.7	1.8	3.5	0.5	5.1
math	30-16	14.0	10	word	word	noninformative	-4	1.5	2.8	2.2	3.1	0.5	5.1
math	17/13	1.3	-1	numeric	numeric	informative	-2	1.8	4.4	1.5	5.5	0.5	4.7
math	6-6	0.0	0	word	numeric	informative	0	2.8	4.5	1.6	5.2	0.5	7.5
math	2+22	24.0	26	numeric	word	noninformative	2	1.4	4.8	1.5	3.9	0.5	3.6
baseline	12	12.0	13	word	word	informative	1	1.4	4.2	1.2	4.0	0.5	5.2
math	8*9	72.0	80	word	word	noninformative	8	1.6	3.9	2.0	3.3	0.5	5.4
math	7*8	56.0	57	word	numeric	noninformative	1	1.9	6.1	2.7	4.2	0.5	4.1
math	25*8	200.0	199	word	word	noninformative	-1	1.7	6.7	1.8	6.0	0.5	4.1
math	30*22	660.0	653	word	numeric	noninformative	-7	1.0	7.7	1.4	4.3	0.5	4.3
math	8-6	2.0	0	numeric	numeric	noninformative	-2	1.8	4.8	3.0	5.9	0.5	4.3
math	16/5	3.2	8	word	word	informative	5	2.4	4.3	1.2	2.9	0.5	4.2
baseline	17	17.0	16	word	word	informative	-1	2.7	5.5	1.0	5.0	0.5	3.4
math	27/13	2.1	4	word	numeric	informative	2	1.6	4.1	2.2	4.1	0.5	11.6
