trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	8*12	96.0	105	word	word	informative	9	1.5	2.8	2.0	3.5	4.6	3.0
math	7+13	20.0	23	numeric	word	informative	3	2.4	2.2	2.0	3.9	6.8	3.3
math	20/2	10.0	19	numeric	word	noninformative	9	2.8	1.3	2.0	3.3	3.8	4.8
baseline	13	13.0	9	word	word	noninformative	-4	1.6	2.3	2.0	7.6	3.5	6.0
math	13-22	-9.0	-7	word	numeric	informative	2	2.9	1.6	2.0	4.4	5.2	4.9
math	17+17	34.0	40	word	numeric	noninformative	6	1.6	2.1	2.0	3.3	7.8	7.1
math	11-17	-6.0	-4	word	numeric	informative	2	2.4	1.0	2.0	2.9	3.2	5.7
baseline	11	11.0	5	numeric	numeric	informative	-6	2.3	2.7	2.0	3.5	3.8	5.2
baseline	16	16.0	14	word	word	noninformative	-2	1.2	2.1	2.0	5.0	4.4	6.7
math	9*22	198.0	200	numeric	numeric	noninformative	2	1.3	2.4	2.0	6.0	6.8	7.8
math	7+22	29.0	35	word	numeric	informative	6	1.0	1.2	2.0	5.1	5.3	5.9
math	17/11	1.5	-3	word	word	informative	-5	2.0	2.0	2.0	3.7	5.3	6.1
math	16/10	1.6	-2	word	numeric	noninformative	-4	1.1	1.9	2.0	7.2	4.2	6.2
baseline	11	11.0	17	numeric	word	informative	6	2.7	1.7	2.0	4.5	3.3	5.9
math	21+4	25.0	31	numeric	word	noninformative	6	1.9	1.8	2.0	4.5	5.7	4.2
math	23/14	1.6	-3	numeric	word	informative	-5	2.7	2.2	2.0	3.8	3.3	5.7
baseline	1	1.0	1	word	numeric	informative	0	2.3	1.2	2.0	2.8	3.6	4.0
baseline	26	26.0	30	numeric	numeric	noninformative	4	2.2	1.3	2.0	4.6	4.7	3.5
math	21*2	42.0	41	numeric	word	noninformative	-1	2.6	2.6	2.0	4.1	6.5	3.4
baseline	8	8.0	7	numeric	numeric	noninformative	-1	1.9	2.8	2.0	5.3	5.1	5.4
math	2*8	16.0	25	word	numeric	noninformative	9	2.6	2.0	2.0	3.5	6.7	5.7
math	27-28	-1.0	1	numeric	word	informative	2	1.2	2.0	2.0	3.8	4.0	4.1
baseline	25	25.0	23	numeric	word	noninformative	-2	2.0	2.8	2.0	4.2	2.9	3.9
math	22-13	9.0	8	word	numeric	informative	-1	1.7	1.9	2.0	5.8	3.8	3.1
