trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	20*3	60.0	61	numeric	word	informative	1	1.2	3.6	2.8	6.2	0.5	4.2
math	30*17	510.0	507	word	numeric	noninformative	-3	2.6	3.8	1.3	4.3	0.5	3.5
baseline	2	2.0	2	numeric	word	informative	0	1.9	4.8	2.0	3.6	0.5	6.0
baseline	7	7.0	8	numeric	numeric	noninformative	1	2.4	5.5	2.5	5.1	0.5	4.3
math	24/19	1.3	0	numeric	word	informative	-1	3.0	3.9	2.3	4.4	0.5	3.9
math	26+19	45.0	45	numeric	word	noninformative	0	2.1	5.7	1.9	5.4	0.5	3.6
baseline	28	28.0	31	word	numeric	noninformative	3	2.0	3.9	1.4	3.4	0.5	5.7
math	7+15	22.0	22	word	numeric	informative	0	1.1	4.5	2.0	4.7	0.5	5.9
baseline	26	26.0	27	word	numeric	noninformative	1	1.5	4.3	1.7	7.2	0.5	5.0
math	21*13	273.0	269	numeric	numeric	noninformative	-4	2.0	5.6	2.0	4.3	0.5	3.6
baseline	17	17.0	18	word	numeric	noninformative	1	2.4	3.7	1.7	3.7	0.5	6.7
math	19+2	21.0	19	word	numeric	noninformative	-2	2.6	3.4	2.7	4.1	0.5	3.2
math	26/13	2.0	3	numeric	word	informative	1	1.8	4.8	2.5	4.1	0.5	4.1
math	10-4	6.0	0	numeric	word	noninformative	-6	1.1	4.2	1.6	5.3	0.5	5.5
math	26/10	2.6	7	numeric	word	noninformative	4	1.6	5.3	2.1	7.4	0.5	3.7
baseline	18	18.0	25	numeric	word	informative	7	2.8	3.6	1.6	5.0	0.5	4.3
math	10*21	210.0	204	word	word	informative	-6	1.4	4.4	1.9	5.6	0.5	4.8
baseline	3	3.0	2	word	numeric	informative	-1	1.9	3.9	1.7	4.2	0.5	4.0
baseline	21	21.0	31	numeric	word	informative	10	2.9	4.4	2.3	3.3	0.5	4.6
math	15/3	5.0	4	word	word	informative	-1	1.0	4.9	1.7	3.8	0.5	5.3
math	1-4	-3.0	-6	word	numeric	noninformative	-3	2.2	5.0	1.9	4.5	0.5	4.4
math	12-13	-1.0	3	word	word	noninformative	4	2.9	4.1	2.4	6.7	0.5	5.0
math	28-3	25.0	27	numeric	numeric	informative	2	1.5	3.7	1.8	4.1	0.5	4.1
math	14+4	18.0	20	word	numeric	informative	2	2.1	4.9	2.8	5.6	0.5	8.1
