trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	22*8	176.0	170	numeric	word	noninformative	-6	3.0	4.1	1.5	3.4	0.5	5.7
subtraction	20-5	15.0	16	numeric	numeric	informative	1	2.1	4.1	1.8	5.2	0.5	5.0
division	23/15	1.5	4	numeric	numeric	noninformative	2	1.6	4.5	2.6	3.8	0.5	3.9
multiplication	28*8	224.0	228	word	word	noninformative	4	1.2	3.1	1.1	3.4	0.5	4.6
addition	8+29	37.0	46	word	numeric	informative	9	1.9	2.0	2.8	4.5	0.5	6.8
subtraction	29-30	-1.0	-5	word	numeric	informative	-4	1.9	6.0	1.4	3.0	0.5	5.8
division	12/11	1.1	4	numeric	word	informative	3	1.1	5.3	2.4	2.7	0.5	2.7
multiplication	2*4	8.0	17	numeric	word	informative	9	1.3	3.4	1.2	3.9	0.5	3.7
addition	14+4	18.0	14	word	word	noninformative	-4	1.2	4.6	2.2	4.3	0.5	5.0
subtraction	9-13	-4.0	2	word	word	noninformative	6	2.3	5.5	1.8	5.9	0.5	5.5
division	10/2	5.0	4	word	numeric	noninformative	-1	2.7	5.7	2.7	4.5	0.5	3.9
addition	20+30	50.0	51	numeric	numeric	noninformative	1	2.3	6.1	1.5	6.2	0.5	3.1
addition	18+20	38.0	39	numeric	numeric	noninformative	1	3.0	3.8	1.9	5.1	0.5	3.2
addition	14+17	31.0	31	numeric	numeric	noninformative	0	1.9	4.3	2.1	3.5	0.5	4.8
subtraction	27-8	19.0	17	numeric	numeric	informative	-2	2.2	4.9	1.5	6.5	0.5	6.9
subtraction	12-3	9.0	5	word	word	informative	-4	1.6	4.1	1.2	6.6	0.5	2.7
division	18/16	1.1	5	word	numeric	noninformative	4	3.0	4.4	2.5	6.5	0.5	3.3
subtraction	10-18	-8.0	-7	word	word	informative	1	2.3	2.3	1.6	7.2	0.5	3.9
division	27/20	1.4	7	numeric	word	informative	6	1.9	7.6	2.7	4.9	0.5	4.1
addition	7+13	20.0	25	numeric	numeric	informative	5	1.6	4.4	1.9	5.7	0.5	3.9
multiplication	22*4	88.0	95	word	word	noninformative	7	2.0	5.1	1.2	6.4	0.5	4.4
multiplication	9*4	36.0	28	word	word	informative	-8	1.2	3.5	2.8	4.9	0.5	4.3
multiplication	29*5	145.0	145	word	numeric	noninformative	0	1.5	4.6	2.5	4.4	0.5	2.8
division	12/9	1.3	2	numeric	word	informative	1	2.0	3.8	1.2	5.6	0.5	4.6
