trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	11+11	22.0	18	numeric	word	informative	-4	2.7	5.5	2.7	5.6	0.5	3.5
baseline	22	22.0	25	word	word	informative	3	2.1	4.5	1.3	5.6	0.5	4.9
math	2*22	44.0	46	word	word	noninformative	2	1.5	3.6	1.5	4.0	0.5	4.5
math	23-20	3.0	8	numeric	word	informative	5	1.2	3.9	2.6	2.4	0.5	4.4
baseline	9	9.0	10	word	word	noninformative	1	2.8	3.4	2.4	4.2	0.5	4.1
math	27-12	15.0	17	numeric	numeric	noninformative	2	1.4	4.7	2.7	4.5	0.5	2.7
math	20+2	22.0	31	numeric	word	informative	9	1.2	6.2	2.2	3.5	0.5	2.4
math	17-28	-11.0	-12	numeric	word	noninformative	-1	2.3	5.2	2.4	4.5	0.5	4.6
math	26-19	7.0	10	numeric	numeric	informative	3	1.1	3.8	2.5	5.7	0.5	5.9
math	28/12	2.3	1	word	numeric	noninformative	-1	1.8	4.1	2.8	4.2	0.5	3.7
baseline	2	2.0	0	numeric	numeric	informative	-2	2.5	5.0	1.4	3.4	0.5	2.4
baseline	27	27.0	29	word	numeric	noninformative	2	2.1	5.8	2.7	4.5	0.5	4.5
baseline	23	23.0	22	word	numeric	noninformative	-1	1.0	5.3	2.8	4.3	0.5	2.5
math	23/4	5.8	4	word	numeric	informative	-2	1.7	3.7	3.0	4.2	0.5	5.3
math	29/15	1.9	-1	word	numeric	informative	-3	1.8	4.2	2.5	5.0	0.5	4.2
math	11*7	77.0	78	numeric	numeric	informative	1	2.0	5.6	2.9	4.0	0.5	4.8
math	24*2	48.0	54	word	numeric	noninformative	6	1.6	4.1	1.9	4.1	0.5	3.3
baseline	17	17.0	21	numeric	numeric	noninformative	4	2.5	4.6	1.2	4.0	0.5	6.0
math	6+18	24.0	29	numeric	word	noninformative	5	2.3	5.8	2.9	3.3	0.5	4.4
math	23*15	345.0	344	word	word	informative	-1	3.0	7.9	2.9	5.2	0.5	6.4
math	6+4	10.0	3	numeric	numeric	informative	-7	1.6	4.3	1.1	7.1	0.5	5.2
baseline	22	22.0	20	word	word	noninformative	-2	2.8	3.6	2.5	5.3	0.5	4.8
math	8/7	1.1	8	word	word	noninformative	7	2.4	6.1	1.8	2.0	0.5	3.3
baseline	7	7.0	4	numeric	word	informative	-3	2.3	3.8	2.8	2.7	0.5	13.0
