trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	27/2	13.5	14	word	numeric	informative	1	1.6	2.9	2.8	4.6	0.5	4.1
baseline	21	21.0	23	word	numeric	informative	2	2.4	4.1	1.7	3.6	0.5	5.5
math	6/5	1.2	1	word	numeric	noninformative	0	2.8	4.0	1.2	4.4	0.5	7.1
math	7*26	182.0	179	word	word	informative	-3	1.2	4.5	1.0	3.9	0.5	3.5
math	20*7	140.0	142	word	word	noninformative	2	2.1	3.3	2.3	3.7	0.5	4.9
baseline	7	7.0	12	numeric	word	informative	5	1.0	3.2	1.9	3.3	0.5	5.3
math	16-21	-5.0	-1	word	numeric	noninformative	4	2.1	6.5	2.8	5.6	0.5	4.0
baseline	7	7.0	6	numeric	word	informative	-1	2.2	6.0	2.9	4.3	0.5	5.9
math	28+19	47.0	40	numeric	word	noninformative	-7	2.4	3.2	2.0	4.2	0.5	3.7
baseline	18	18.0	17	numeric	numeric	noninformative	-1	2.0	4.3	1.8	2.6	0.5	6.8
baseline	11	11.0	12	word	word	noninformative	1	2.3	4.0	2.5	2.5	0.5	6.7
math	23+2	25.0	27	word	numeric	informative	2	2.0	5.2	2.1	4.3	0.5	3.4
math	1-16	-15.0	-13	word	numeric	informative	2	1.0	5.7	2.2	5.7	0.5	3.6
baseline	12	12.0	17	numeric	word	informative	5	2.2	6.6	2.1	5.0	0.5	5.0
math	6-19	-13.0	-10	numeric	word	informative	3	1.7	3.5	3.0	2.8	0.5	6.0
baseline	23	23.0	22	numeric	word	informative	-1	2.9	3.8	2.4	4.4	0.5	3.6
baseline	7	7.0	10	numeric	numeric	informative	3	2.7	3.6	2.3	3.2	0.5	4.8
math	2*7	14.0	24	word	numeric	informative	10	1.9	4.3	2.8	3.9	0.5	5.0
math	2*28	56.0	52	numeric	numeric	noninformative	-4	1.8	3.9	2.6	5.8	0.5	4.7
math	19-24	-5.0	-5	word	numeric	noninformative	0	2.0	4.5	1.2	3.3	0.5	4.1
math	27/19	1.4	3	word	word	noninformative	2	2.5	5.3	1.9	5.4	0.5	4.0
math	4+25	29.0	33	numeric	numeric	noninformative	4	1.3	3.8	2.7	5.0	0.5	4.0
math	10/6	1.7	7	numeric	word	noninformative	5	2.7	4.6	2.8	3.9	0.5	5.1
math	25+2	27.0	27	numeric	word	noninformative	0	2.8	6.0	2.2	4.2	0.5	12.0
