trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	27/23	1.2	1	numeric	numeric	noninformative	0	1.5	3.3	2.7	3.5	0.5	5.1
baseline	23	23.0	26	numeric	word	informative	3	2.5	4.7	2.9	4.1	0.5	5.0
baseline	1	1.0	-6	word	word	informative	-7	1.7	5.7	1.6	2.8	0.5	7.1
baseline	2	2.0	5	word	word	noninformative	3	1.2	4.3	1.5	2.8	0.5	3.5
math	18-23	-5.0	-4	numeric	word	noninformative	1	1.8	5.1	1.7	4.2	0.5	6.0
baseline	18	18.0	19	numeric	numeric	informative	1	2.1	4.6	1.4	2.9	0.5	4.1
baseline	27	27.0	18	numeric	word	noninformative	-9	2.3	4.2	2.3	5.6	0.5	4.2
math	29-13	16.0	13	numeric	numeric	informative	-3	1.5	5.4	2.0	3.8	0.5	4.2
math	1*29	29.0	25	word	word	informative	-4	2.2	3.9	1.8	3.2	0.5	5.5
math	21+21	42.0	44	word	numeric	informative	2	1.6	6.2	2.4	3.8	0.5	6.4
baseline	29	29.0	30	word	numeric	noninformative	1	2.8	3.5	1.6	3.5	0.5	5.7
baseline	30	30.0	28	numeric	word	noninformative	-2	1.5	6.3	2.9	4.6	0.5	3.9
math	8/5	1.6	-1	word	word	informative	-3	3.0	5.0	2.2	4.8	0.5	4.3
math	23+13	36.0	39	numeric	numeric	informative	3	1.6	3.8	1.0	4.6	0.5	7.2
math	12*19	228.0	230	word	numeric	informative	2	2.1	3.4	1.7	4.7	0.5	6.2
math	6*9	54.0	50	numeric	word	informative	-4	1.3	2.6	1.0	3.7	0.5	4.0
math	9*22	198.0	200	numeric	numeric	noninformative	2	3.0	6.3	1.9	7.6	0.5	4.0
math	6-6	0.0	3	word	numeric	informative	3	2.3	4.1	1.5	6.0	0.5	4.7
math	9-17	-8.0	-10	numeric	numeric	noninformative	-2	2.0	3.1	2.4	6.4	0.5	6.0
math	28/1	28.0	21	word	word	noninformative	-7	1.1	3.3	2.6	4.5	0.5	4.6
math	24+29	53.0	51	word	word	noninformative	-2	1.3	3.8	1.3	4.4	0.5	3.3
math	27/24	1.1	-6	numeric	numeric	noninformative	-7	2.8	6.9	1.9	6.1	0.5	4.1
baseline	30	30.0	33	word	word	noninformative	3	1.8	5.2	2.7	4.0	0.5	4.6
math	6+22	28.0	37	word	numeric	informative	9	1.3	5.0	1.6	3.2	0.5	10.9
