trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	30-22	8.0	11	word	word	noninformative	3	1.5	1.4	2.0	4.8	4.3	4.6
math	10/6	1.7	-3	word	numeric	informative	-5	2.0	2.4	2.0	3.5	3.9	3.7
baseline	7	7.0	16	numeric	word	informative	9	2.6	2.4	2.0	5.5	4.0	4.9
math	22/5	4.4	4	word	word	noninformative	0	2.8	1.5	2.0	4.2	5.8	5.5
baseline	3	3.0	6	numeric	numeric	noninformative	3	1.4	1.8	2.0	3.2	3.3	7.2
baseline	14	14.0	13	numeric	numeric	noninformative	-1	2.2	1.1	2.0	7.3	7.8	4.4
math	28-22	6.0	1	numeric	word	noninformative	-5	1.7	2.7	2.0	4.5	6.0	3.0
math	11*6	66.0	66	word	numeric	informative	0	1.5	1.1	2.0	4.0	6.8	3.5
math	8/6	1.3	1	word	numeric	noninformative	0	1.8	2.0	2.0	4.9	2.8	2.8
math	5+19	24.0	21	word	word	noninformative	-3	1.9	1.9	2.0	3.7	4.9	4.3
math	3*19	57.0	58	numeric	word	informative	1	1.8	2.6	2.0	4.0	7.6	5.3
math	28+23	51.0	51	word	word	informative	0	2.9	1.8	2.0	3.2	7.5	4.7
math	26+7	33.0	23	numeric	numeric	noninformative	-10	2.6	1.8	2.0	5.5	3.3	5.0
baseline	8	8.0	8	numeric	numeric	noninformative	0	1.4	2.1	2.0	5.6	4.4	5.5
math	21*22	462.0	461	word	numeric	informative	-1	1.4	1.9	2.0	4.1	3.8	5.4
math	7*28	196.0	193	word	word	informative	-3	1.4	2.5	2.0	5.3	5.1	4.3
math	7-15	-8.0	-4	numeric	word	informative	4	2.2	2.7	2.0	5.4	4.4	6.6
baseline	29	29.0	29	numeric	numeric	informative	0	2.3	2.3	2.0	5.3	3.3	3.3
math	14/8	1.8	-4	word	numeric	informative	-6	1.9	2.9	2.0	5.4	4.5	3.3
math	13-7	6.0	6	word	numeric	noninformative	0	1.6	2.9	2.0	3.1	4.6	6.4
baseline	1	1.0	6	numeric	word	noninformative	5	2.7	2.3	2.0	4.7	4.4	4.1
baseline	23	23.0	24	numeric	numeric	noninformative	1	1.9	2.0	2.0	5.9	4.2	5.2
baseline	24	24.0	32	numeric	word	informative	8	2.2	2.7	2.0	4.1	6.1	3.3
math	6+1	7.0	11	word	word	informative	4	1.8	2.3	2.0	8.0	2.5	2.6
