trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	11-21	-10.0	-4	numeric	numeric	noninformative	6	2.1	2.9	2.0	4.2	6.2	5.8
math	14+8	22.0	21	numeric	numeric	noninformative	-1	1.7	1.7	2.0	4.7	3.9	3.5
math	23+15	38.0	33	word	word	noninformative	-5	2.7	2.1	2.0	5.7	4.7	6.1
baseline	19	19.0	18	numeric	word	noninformative	-1	1.5	1.0	2.0	4.7	2.7	3.5
math	13/7	1.9	1	word	word	informative	-1	1.9	2.5	2.0	3.9	5.6	4.4
math	4*24	96.0	101	word	word	informative	5	2.1	2.1	2.0	4.4	5.8	5.6
baseline	26	26.0	30	word	word	informative	4	1.6	2.2	2.0	6.6	6.7	4.1
math	13+5	18.0	14	numeric	numeric	noninformative	-4	2.1	2.4	2.0	6.6	4.8	6.1
math	5-7	-2.0	-1	numeric	numeric	noninformative	1	1.8	1.7	2.0	4.0	4.3	4.6
math	23/17	1.4	7	word	numeric	noninformative	6	2.5	1.9	2.0	3.3	3.9	6.3
math	14/7	2.0	8	word	numeric	informative	6	2.7	2.9	2.0	6.2	4.7	4.3
math	3*8	24.0	23	numeric	numeric	informative	-1	2.3	2.9	2.0	2.9	4.4	6.3
baseline	3	3.0	2	word	word	informative	-1	1.3	2.5	2.0	2.9	4.2	3.2
math	4-17	-13.0	-22	numeric	word	informative	-9	2.0	2.1	2.0	3.4	3.8	6.8
baseline	18	18.0	15	word	numeric	noninformative	-3	2.5	1.5	2.0	3.4	6.5	3.5
math	2*10	20.0	24	word	numeric	noninformative	4	1.5	2.0	2.0	3.2	3.9	6.6
baseline	21	21.0	21	numeric	numeric	informative	0	1.4	1.8	2.0	5.3	4.6	4.3
math	22/17	1.3	-2	numeric	numeric	informative	-3	1.6	1.8	2.0	3.9	4.5	4.1
math	27*10	270.0	270	numeric	word	informative	0	2.4	1.8	2.0	6.0	4.9	6.2
baseline	13	13.0	11	numeric	word	noninformative	-2	1.7	2.8	2.0	3.9	5.8	6.9
baseline	26	26.0	23	word	numeric	noninformative	-3	1.7	2.3	2.0	5.1	3.8	3.7
math	14-10	4.0	5	numeric	word	informative	1	2.8	2.2	2.0	4.4	5.6	4.6
math	8+8	16.0	17	word	word	informative	1	1.9	1.7	2.0	3.6	4.0	4.7
baseline	25	25.0	22	word	word	noninformative	-3	1.1	1.9	2.0	3.7	3.7	6.2
