trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	20	20.0	23	word	numeric	informative	3	2.2	6.6	2.9	4.1	0.5	3.9
baseline	17	17.0	15	word	word	informative	-2	1.6	4.0	1.2	5.1	0.5	4.8
math	28-8	20.0	28	word	numeric	noninformative	8	1.3	4.3	1.7	5.5	0.5	3.4
baseline	26	26.0	29	word	numeric	noninformative	3	1.6	5.1	1.6	6.1	0.5	6.0
math	13*18	234.0	224	word	numeric	noninformative	-10	3.0	4.0	2.5	3.9	0.5	6.0
math	28+13	41.0	40	word	word	informative	-1	1.8	3.3	2.8	7.0	0.5	4.8
math	3-5	-2.0	-1	numeric	numeric	noninformative	1	1.2	5.0	2.5	4.1	0.5	5.3
baseline	17	17.0	16	word	numeric	noninformative	-1	3.0	4.3	2.1	5.8	0.5	4.8
math	21*7	147.0	145	numeric	word	informative	-2	2.4	4.0	1.6	5.6	0.5	6.7
baseline	6	6.0	-4	numeric	word	noninformative	-10	3.0	4.0	2.2	5.4	0.5	4.5
math	3/3	1.0	3	numeric	word	noninformative	2	1.8	3.7	1.6	4.3	0.5	5.5
baseline	18	18.0	10	word	word	informative	-8	2.2	4.3	2.7	3.8	0.5	4.0
math	29/17	1.7	-2	word	numeric	informative	-4	1.2	5.7	1.0	3.4	0.5	5.1
math	17/11	1.5	8	numeric	word	informative	6	2.3	2.7	1.7	3.9	0.5	3.3
math	19/3	6.3	1	numeric	numeric	noninformative	-5	1.3	3.6	1.6	4.5	0.5	4.5
math	1+28	29.0	38	numeric	numeric	noninformative	9	2.6	5.4	3.0	4.8	0.5	4.8
math	22+10	32.0	30	numeric	word	noninformative	-2	2.8	6.0	1.8	4.9	0.5	4.6
math	2*10	20.0	25	word	numeric	informative	5	1.7	6.8	2.7	3.8	0.5	4.2
math	6+23	29.0	35	numeric	word	informative	6	1.8	4.3	1.3	3.3	0.5	5.2
baseline	1	1.0	-9	numeric	word	informative	-10	2.2	5.6	1.2	3.4	0.5	3.4
math	20-1	19.0	18	word	word	noninformative	-1	2.7	3.8	2.3	5.4	0.5	6.9
baseline	4	4.0	6	numeric	word	informative	2	1.5	3.6	1.2	4.9	0.5	3.4
math	4-2	2.0	3	word	numeric	noninformative	1	2.1	4.0	1.8	4.4	0.5	4.5
math	1*29	29.0	36	numeric	numeric	informative	7	2.9	4.6	1.9	3.2	0.5	6.0
