trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	26-30	-4.0	-8	word	word	informative	-4	1.4	2.3	2.0	4.2	2.6	6.1
math	5*15	75.0	83	numeric	numeric	informative	8	1.6	1.6	2.0	4.9	5.3	3.5
baseline	8	8.0	4	word	numeric	informative	-4	2.7	1.9	2.0	3.5	6.9	3.5
baseline	9	9.0	17	numeric	numeric	noninformative	8	1.8	2.6	2.0	4.5	5.9	3.8
baseline	1	1.0	-2	numeric	word	informative	-3	1.3	2.4	2.0	4.4	3.8	3.3
baseline	9	9.0	16	word	word	noninformative	7	1.7	2.3	2.0	3.3	5.4	3.2
math	7*29	203.0	204	numeric	numeric	noninformative	1	1.0	1.9	2.0	4.2	6.0	3.3
math	17+28	45.0	47	numeric	numeric	noninformative	2	2.6	2.8	2.0	3.5	5.2	3.7
math	6-20	-14.0	-10	numeric	numeric	noninformative	4	1.3	1.6	2.0	7.4	7.2	4.0
math	8/3	2.7	4	numeric	word	noninformative	1	1.4	2.2	2.0	4.4	3.9	3.4
math	29/21	1.4	4	numeric	word	informative	3	2.0	2.9	2.0	5.2	4.1	2.9
baseline	16	16.0	18	word	word	informative	2	3.0	1.7	2.0	5.4	5.2	3.2
math	27+26	53.0	51	word	numeric	informative	-2	2.9	1.8	2.0	5.4	4.9	5.2
math	29-21	8.0	1	word	word	informative	-7	3.0	1.8	2.0	7.5	4.4	6.8
math	8+3	11.0	1	numeric	numeric	informative	-10	1.4	1.9	2.0	4.8	4.6	6.9
baseline	22	22.0	19	word	word	noninformative	-3	1.8	2.3	2.0	5.7	5.8	3.2
math	24/21	1.1	3	word	word	noninformative	2	2.8	2.4	2.0	4.7	6.0	5.5
baseline	6	6.0	10	word	numeric	noninformative	4	1.3	2.4	2.0	6.0	5.2	3.2
math	13*25	325.0	318	word	numeric	noninformative	-7	1.2	2.2	2.0	3.3	6.1	4.5
math	5+28	33.0	33	word	numeric	noninformative	0	2.9	2.2	2.0	3.1	4.3	3.3
baseline	23	23.0	23	word	word	noninformative	0	2.9	1.6	2.0	3.4	3.4	7.1
math	8/1	8.0	7	numeric	word	informative	-1	2.2	2.0	2.0	4.7	3.8	4.2
math	19-24	-5.0	-5	numeric	numeric	informative	0	2.7	1.8	2.0	5.3	6.4	7.8
math	2*25	50.0	47	numeric	word	informative	-3	1.0	2.6	2.0	1.0	5.7	5.4
