trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	20/7	2.9	1	numeric	word	informative	-2	1.3	4.7	1.1	4.4	0.5	6.0
baseline	20	20.0	30	word	word	noninformative	10	2.2	4.8	1.6	2.5	0.5	4.1
math	21/6	3.5	-2	word	numeric	noninformative	-6	2.3	3.5	1.6	4.2	0.5	4.9
math	17-24	-7.0	-7	word	numeric	informative	0	1.9	5.6	3.0	4.8	0.5	4.0
math	24/20	1.2	6	word	word	informative	5	1.2	6.9	2.6	3.9	0.5	4.3
math	22/15	1.5	0	numeric	numeric	noninformative	-1	2.7	5.8	1.6	3.5	0.5	4.3
math	1*18	18.0	20	word	word	noninformative	2	2.3	4.1	1.1	5.1	0.5	4.7
math	17+13	30.0	32	numeric	word	noninformative	2	2.4	3.2	1.3	3.9	0.5	3.8
baseline	25	25.0	17	numeric	numeric	informative	-8	1.5	4.1	3.0	6.5	0.5	4.2
math	21*28	588.0	585	numeric	numeric	informative	-3	2.7	4.1	1.2	4.8	0.5	3.3
math	3-10	-7.0	-4	numeric	word	informative	3	2.7	3.1	1.8	5.2	0.5	4.9
baseline	10	10.0	13	word	numeric	noninformative	3	1.4	6.8	1.5	3.1	0.5	4.3
math	19-11	8.0	11	numeric	word	informative	3	2.3	5.9	1.5	4.5	0.5	5.7
baseline	17	17.0	13	numeric	word	noninformative	-4	1.9	5.2	2.4	5.9	0.5	2.9
math	20+29	49.0	53	word	word	noninformative	4	2.1	3.7	2.1	5.6	0.5	3.1
math	8+19	27.0	27	word	numeric	informative	0	1.5	4.1	1.5	3.3	0.5	3.3
baseline	20	20.0	17	word	word	informative	-3	1.7	4.9	1.1	4.7	0.5	4.5
math	1+7	8.0	4	word	numeric	noninformative	-4	2.8	3.2	3.0	4.6	0.5	5.8
math	15*6	90.0	93	numeric	numeric	noninformative	3	2.8	5.4	1.2	3.3	0.5	3.7
math	7*20	140.0	142	word	numeric	informative	2	3.0	5.4	2.7	4.1	0.5	5.4
baseline	9	9.0	-1	word	word	informative	-10	2.7	4.8	1.3	5.9	0.5	4.7
baseline	7	7.0	11	numeric	numeric	informative	4	1.7	4.2	2.2	5.7	0.5	5.4
baseline	1	1.0	-3	numeric	word	noninformative	-4	2.9	3.2	2.5	3.4	0.5	3.2
math	2-16	-14.0	-13	numeric	numeric	noninformative	1	1.3	5.4	2.2	5.3	0.5	14.8
