trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	13	13.0	13	numeric	word	informative	0	2.2	2.0	2.0	5.1	3.5	5.6
math	21/8	2.6	10	numeric	numeric	informative	7	2.2	2.1	2.0	4.4	4.2	6.0
math	3*25	75.0	72	numeric	numeric	noninformative	-3	1.7	2.1	2.0	3.8	4.7	3.6
math	24-27	-3.0	0	word	word	informative	3	2.4	2.3	2.0	5.1	6.4	4.9
math	6*30	180.0	181	word	word	noninformative	1	2.3	2.3	2.0	5.6	7.6	5.5
baseline	12	12.0	10	word	numeric	informative	-2	1.2	1.9	2.0	4.2	4.9	2.9
math	15*13	195.0	193	word	word	informative	-2	1.9	2.4	2.0	4.6	3.0	3.5
baseline	22	22.0	24	word	word	noninformative	2	1.5	2.1	2.0	6.5	6.5	4.6
math	10-1	9.0	10	word	word	noninformative	1	1.4	2.0	2.0	4.7	6.4	3.3
baseline	16	16.0	20	numeric	numeric	informative	4	2.6	2.9	2.0	3.3	3.7	6.5
math	6-13	-7.0	-16	numeric	word	noninformative	-9	2.3	1.4	2.0	6.5	4.7	3.9
math	5+12	17.0	18	numeric	numeric	informative	1	1.7	1.3	2.0	5.0	4.0	6.1
math	13+5	18.0	18	numeric	word	noninformative	0	2.3	2.0	2.0	3.6	3.1	4.7
math	5+30	35.0	37	word	numeric	informative	2	2.8	1.6	2.0	3.3	5.8	4.9
math	22-10	12.0	7	numeric	word	noninformative	-5	1.6	1.4	2.0	5.4	3.7	4.9
baseline	8	8.0	17	numeric	numeric	noninformative	9	2.9	1.2	2.0	3.8	4.4	5.9
baseline	14	14.0	8	word	numeric	informative	-6	1.9	1.9	2.0	5.4	4.5	5.5
math	12/6	2.0	8	numeric	numeric	noninformative	6	2.9	1.7	2.0	4.3	6.5	3.9
baseline	22	22.0	23	word	numeric	informative	1	1.3	1.7	2.0	4.4	3.8	3.3
math	27+19	46.0	36	numeric	word	noninformative	-10	2.5	2.6	2.0	4.7	4.8	3.7
math	23/6	3.8	-2	word	word	noninformative	-6	1.2	2.6	2.0	4.2	5.4	4.9
baseline	15	15.0	16	word	numeric	noninformative	1	2.9	2.9	2.0	6.0	5.7	5.0
math	13*25	325.0	318	numeric	numeric	informative	-7	2.5	2.0	2.0	3.9	5.5	3.9
math	30/22	1.4	3	word	word	informative	2	2.5	1.9	2.0	3.1	4.4	3.9
