trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	17	17.0	15	numeric	numeric	noninformative	-2	1.3	5.5	1.7	5.8	0.5	4.3
math	2*13	26.0	21	numeric	numeric	noninformative	-5	2.4	5.2	1.4	3.4	0.5	3.6
math	13/1	13.0	13	numeric	word	noninformative	0	1.5	7.3	1.5	4.7	0.5	4.4
math	12+1	13.0	14	numeric	word	noninformative	1	1.9	3.8	2.7	3.0	0.5	4.5
baseline	7	7.0	5	word	numeric	noninformative	-2	1.8	4.3	1.0	4.2	0.5	7.8
baseline	14	14.0	13	numeric	numeric	noninformative	-1	2.2	3.5	1.5	4.1	0.5	5.1
math	15/11	1.4	5	word	word	noninformative	4	2.2	5.8	1.3	3.4	0.5	4.3
math	24/13	1.8	9	numeric	numeric	informative	7	1.4	2.8	1.0	3.5	0.5	6.1
math	12-11	1.0	7	word	word	informative	6	1.4	4.0	1.5	4.9	0.5	3.5
math	8*25	200.0	203	word	word	informative	3	2.4	3.2	2.7	4.8	0.5	4.5
math	24-18	6.0	11	numeric	word	informative	5	1.9	6.1	2.7	3.7	0.5	3.5
math	4+16	20.0	20	word	word	noninformative	0	2.0	3.0	2.7	4.5	0.5	4.2
baseline	5	5.0	5	word	numeric	noninformative	0	1.2	5.8	3.0	5.9	0.5	5.4
baseline	25	25.0	23	word	word	informative	-2	1.7	4.2	1.1	4.6	0.5	4.1
math	26+11	37.0	41	word	numeric	noninformative	4	1.1	3.8	1.2	4.0	0.5	5.8
math	29*9	261.0	260	numeric	numeric	noninformative	-1	1.5	6.5	1.0	4.6	0.5	5.5
math	20/8	2.5	4	word	word	informative	1	2.1	4.0	2.8	5.6	0.5	4.1
baseline	22	22.0	25	numeric	word	informative	3	1.4	4.5	1.4	3.1	0.5	3.0
baseline	15	15.0	17	numeric	numeric	informative	2	2.1	6.0	1.9	6.4	0.5	3.8
math	25+16	41.0	45	word	word	informative	4	2.7	5.5	2.2	4.1	0.5	4.4
math	9*18	162.0	170	word	numeric	informative	8	2.7	4.5	2.6	3.1	0.5	3.3
math	26-19	7.0	9	word	numeric	informative	2	1.9	3.2	2.9	4.5	0.5	3.7
baseline	23	23.0	20	numeric	word	informative	-3	2.4	6.2	2.5	5.5	0.5	4.3
math	23-4	19.0	23	numeric	numeric	noninformative	4	2.8	4.9	1.1	7.4	0.5	15.0
