trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	19-22	-3.0	-2	numeric	word	informative	1	1.0	5.6	2.6	4.4	0.5	4.8
baseline	10	10.0	7	numeric	word	informative	-3	3.0	5.7	2.5	5.2	0.5	5.6
math	12+15	27.0	24	numeric	numeric	noninformative	-3	2.3	5.0	3.0	6.6	0.5	6.3
baseline	13	13.0	13	word	numeric	noninformative	0	1.9	3.2	1.8	3.6	0.5	3.4
math	25-9	16.0	22	word	word	noninformative	6	1.8	4.1	1.1	4.2	0.5	4.0
math	24+8	32.0	41	numeric	word	informative	9	1.5	6.6	2.5	2.9	0.5	3.9
baseline	9	9.0	2	numeric	word	informative	-7	1.3	4.8	1.3	7.1	0.5	4.3
math	21*14	294.0	292	numeric	word	noninformative	-2	2.1	3.8	2.3	5.9	0.5	4.3
baseline	21	21.0	24	word	numeric	noninformative	3	1.5	4.4	1.6	4.8	0.5	4.5
math	28*27	756.0	746	numeric	numeric	noninformative	-10	1.7	4.1	2.7	3.9	0.5	3.2
math	20-29	-9.0	-14	word	numeric	informative	-5	3.0	5.9	1.5	4.6	0.5	4.5
math	7/3	2.3	6	word	numeric	informative	4	1.6	4.4	1.5	4.7	0.5	6.6
math	19*24	456.0	454	word	numeric	noninformative	-2	2.9	3.2	2.4	4.5	0.5	2.3
math	6-4	2.0	-1	word	word	informative	-3	2.6	4.3	2.4	4.1	0.5	3.9
math	19/7	2.7	6	numeric	word	noninformative	3	2.0	4.7	1.2	4.0	0.5	3.8
math	7+26	33.0	34	word	word	informative	1	2.5	6.0	2.1	6.2	0.5	3.4
math	25/18	1.4	-5	word	numeric	informative	-6	1.6	2.2	1.1	4.7	0.5	4.0
math	11+19	30.0	32	word	word	noninformative	2	2.5	3.6	2.2	4.3	0.5	4.0
math	27*28	756.0	750	numeric	numeric	informative	-6	1.8	7.1	1.2	5.2	0.5	5.0
baseline	4	4.0	-5	numeric	numeric	noninformative	-9	1.2	3.6	1.6	5.4	0.5	4.4
baseline	16	16.0	25	numeric	numeric	noninformative	9	2.5	4.5	2.5	3.0	0.5	3.7
baseline	18	18.0	21	word	word	informative	3	2.0	5.8	2.8	3.7	0.5	6.9
baseline	25	25.0	33	word	numeric	informative	8	3.0	3.0	2.5	4.5	0.5	4.1
math	9/5	1.8	0	numeric	word	noninformative	-2	1.3	4.1	1.2	4.9	0.5	12.8
