trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	6+7	13.0	23	word	numeric	noninformative	10	1.3	5.2	1.6	3.8	0.5	4.5
math	10+14	24.0	26	numeric	numeric	noninformative	2	2.4	5.8	1.9	3.8	0.5	4.6
math	17*15	255.0	257	numeric	numeric	informative	2	3.0	7.5	1.2	3.7	0.5	3.6
baseline	7	7.0	12	word	numeric	informative	5	1.4	5.1	2.9	4.5	0.5	6.5
math	1-8	-7.0	-9	word	word	informative	-2	2.3	3.6	3.0	3.5	0.5	4.7
math	23/13	1.8	4	word	numeric	informative	2	2.3	5.7	2.8	5.7	0.5	2.6
math	22-18	4.0	1	word	word	noninformative	-3	1.0	4.5	2.4	4.0	0.5	3.4
baseline	18	18.0	18	numeric	word	noninformative	0	1.0	5.0	1.3	6.3	0.5	3.4
baseline	5	5.0	2	numeric	numeric	informative	-3	2.5	2.7	2.2	4.7	0.5	3.6
math	22/13	1.7	11	numeric	word	informative	9	1.6	5.1	2.6	4.2	0.5	5.6
math	9-23	-14.0	-7	word	word	noninformative	7	1.8	5.6	2.0	4.7	0.5	3.1
math	30/1	30.0	30	numeric	numeric	informative	0	2.1	5.7	2.5	4.4	0.5	7.4
math	8+24	32.0	31	numeric	word	informative	-1	1.4	4.6	1.4	3.3	0.5	5.5
baseline	2	2.0	0	numeric	word	informative	-2	1.9	4.7	2.1	4.8	0.5	3.4
baseline	28	28.0	20	numeric	word	noninformative	-8	1.2	4.5	1.5	4.1	0.5	3.2
baseline	9	9.0	14	word	word	informative	5	1.6	6.2	1.8	5.2	0.5	3.2
math	24+18	42.0	36	word	word	informative	-6	1.9	6.5	1.6	6.6	0.5	3.9
baseline	12	12.0	11	word	word	informative	-1	1.3	4.0	1.8	4.0	0.5	5.3
math	10*21	210.0	206	word	numeric	noninformative	-4	2.3	5.5	1.1	3.2	0.5	5.1
baseline	14	14.0	21	numeric	numeric	noninformative	7	2.7	6.4	2.8	5.3	0.5	3.4
math	21*22	462.0	456	numeric	numeric	noninformative	-6	2.1	4.0	2.1	5.9	0.5	4.0
math	6-30	-24.0	-31	word	numeric	noninformative	-7	1.3	4.1	2.3	4.6	0.5	3.8
math	20*2	40.0	47	word	word	noninformative	7	1.5	3.1	2.4	4.5	0.5	3.7
math	18/8	2.2	-1	numeric	numeric	noninformative	-3	2.0	4.2	1.1	4.6	0.5	13.5
