trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	6*25	150.0	150	numeric	numeric	informative	0	2.5	2.0	2.0	5.5	3.6	3.5
baseline	27	27.0	20	word	word	informative	-7	1.8	1.7	2.0	6.6	6.4	4.9
math	28/21	1.3	9	word	word	informative	8	2.8	1.1	2.0	3.8	6.6	3.4
baseline	7	7.0	7	word	word	informative	0	1.9	2.4	2.0	7.5	3.6	5.2
baseline	24	24.0	23	word	numeric	noninformative	-1	1.8	2.6	2.0	4.2	3.3	5.5
math	17-13	4.0	2	numeric	numeric	informative	-2	1.8	1.7	2.0	5.5	3.2	3.6
baseline	1	1.0	0	word	numeric	informative	-1	1.8	2.8	2.0	3.7	6.3	4.6
math	4+11	15.0	14	numeric	numeric	noninformative	-1	2.8	2.0	2.0	5.4	4.0	2.5
math	25/20	1.2	3	numeric	numeric	noninformative	2	2.6	2.5	2.0	3.9	5.4	3.7
baseline	22	22.0	19	word	numeric	informative	-3	2.0	1.7	2.0	5.1	3.6	6.1
math	9/3	3.0	-5	word	word	noninformative	-8	2.2	1.5	2.0	2.8	3.9	7.2
math	9*14	126.0	126	numeric	word	noninformative	0	1.4	1.4	2.0	6.3	4.5	5.3
baseline	20	20.0	21	numeric	word	informative	1	2.5	2.1	2.0	3.8	6.5	3.7
math	12*18	216.0	224	word	word	noninformative	8	1.1	1.5	2.0	7.5	3.9	3.9
math	9+8	17.0	16	word	numeric	noninformative	-1	1.7	2.6	2.0	5.4	3.2	3.4
math	10-7	3.0	4	word	numeric	informative	1	2.9	2.7	2.0	4.8	3.6	7.6
math	16-27	-11.0	-13	numeric	word	noninformative	-2	1.4	2.6	2.0	3.7	7.1	4.5
baseline	8	8.0	10	word	word	noninformative	2	1.4	2.1	2.0	2.7	5.0	4.1
baseline	18	18.0	19	numeric	numeric	noninformative	1	1.3	2.0	2.0	3.5	3.0	6.9
math	7+26	33.0	43	numeric	numeric	informative	10	2.9	1.1	2.0	6.0	6.5	4.9
math	14*23	322.0	330	word	word	noninformative	8	1.4	2.3	2.0	5.0	5.5	4.2
math	14/7	2.0	5	numeric	word	informative	3	2.4	2.0	2.0	5.2	3.3	3.8
math	8+4	12.0	17	numeric	numeric	noninformative	5	2.9	1.5	2.0	3.9	5.2	5.0
math	8-19	-11.0	-21	numeric	word	informative	-10	2.4	2.3	2.0	4.2	6.1	3.3
