trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	22/4	5.5	4	numeric	numeric	informative	-2	2.8	6.7	1.4	4.1	0.5	5.3
math	19*23	437.0	438	word	numeric	noninformative	1	1.3	3.4	2.4	3.2	0.5	4.9
math	19*29	551.0	544	numeric	word	informative	-7	1.7	6.5	2.2	4.9	0.5	4.0
math	13-13	0.0	-8	word	word	noninformative	-8	1.5	3.2	2.1	4.8	0.5	4.3
math	23/7	3.3	5	numeric	numeric	noninformative	2	2.9	5.0	2.3	4.6	0.5	4.2
baseline	23	23.0	23	numeric	word	informative	0	2.9	3.4	1.6	4.4	0.5	4.2
math	23*9	207.0	206	numeric	word	informative	-1	2.0	3.3	2.9	5.3	0.5	3.3
baseline	10	10.0	11	numeric	numeric	informative	1	2.6	3.4	2.6	5.3	0.5	3.9
baseline	14	14.0	8	numeric	word	noninformative	-6	2.7	4.9	1.7	3.2	0.5	5.7
math	2+9	11.0	13	numeric	numeric	noninformative	2	2.4	6.2	2.4	4.6	0.5	4.1
baseline	25	25.0	23	numeric	word	informative	-2	2.5	3.3	2.7	7.7	0.5	5.7
math	15-11	4.0	13	word	word	noninformative	9	2.7	6.1	1.1	4.0	0.5	4.5
math	21+30	51.0	52	word	numeric	noninformative	1	1.9	4.0	2.4	6.5	0.5	4.0
math	30-2	28.0	20	word	word	noninformative	-8	1.9	2.8	2.6	6.8	0.5	5.1
math	27/16	1.7	-1	word	numeric	informative	-3	2.7	3.9	1.1	5.1	0.5	4.2
math	26*9	234.0	226	numeric	numeric	informative	-8	1.7	3.7	1.0	3.6	0.5	3.1
baseline	4	4.0	5	word	numeric	informative	1	1.7	3.5	2.2	4.2	0.5	2.9
math	21/19	1.1	5	numeric	numeric	noninformative	4	2.4	5.2	2.5	3.7	0.5	5.5
baseline	14	14.0	24	word	word	noninformative	10	2.3	4.0	1.7	5.3	0.5	4.6
math	5+14	19.0	15	word	numeric	informative	-4	1.1	4.6	1.5	3.4	0.5	3.8
math	24+28	52.0	54	numeric	numeric	noninformative	2	2.0	5.2	1.5	7.9	0.5	3.3
math	19-11	8.0	12	word	word	informative	4	2.1	2.6	2.4	4.2	0.5	2.9
baseline	24	24.0	25	word	word	noninformative	1	2.0	6.8	1.4	4.1	0.5	3.8
baseline	27	27.0	21	word	word	informative	-6	1.5	4.1	1.7	3.5	0.5	15.8
