trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	12+1	13.0	5	numeric	numeric	noninformative	-8	1.2	3.4	2.2	3.8	0.5	4.1
baseline	12	12.0	13	word	word	informative	1	2.5	5.0	2.3	5.5	0.5	3.7
baseline	22	22.0	20	word	numeric	noninformative	-2	1.5	5.8	1.5	5.3	0.5	4.6
math	18*2	36.0	44	numeric	word	noninformative	8	1.3	4.6	2.5	3.6	0.5	6.4
baseline	6	6.0	3	word	numeric	informative	-3	1.7	4.8	1.6	4.1	0.5	5.7
math	21+12	33.0	33	word	word	noninformative	0	1.2	5.0	2.4	3.7	0.5	4.1
math	27-4	23.0	23	word	numeric	noninformative	0	2.3	3.0	1.1	5.2	0.5	6.7
math	18+29	47.0	38	word	numeric	informative	-9	2.6	4.0	2.4	4.8	0.5	4.2
math	22-9	13.0	3	numeric	word	noninformative	-10	3.0	5.6	2.1	2.5	0.5	5.9
math	10/6	1.7	2	numeric	numeric	noninformative	0	2.3	5.7	2.1	5.0	0.5	4.0
math	27/7	3.9	9	word	word	informative	5	1.4	5.0	1.7	4.3	0.5	6.0
math	13*23	299.0	296	numeric	numeric	informative	-3	2.1	4.0	1.3	5.5	0.5	4.5
math	4-1	3.0	-2	numeric	word	noninformative	-5	2.1	3.3	2.1	5.0	0.5	3.8
baseline	3	3.0	2	word	numeric	informative	-1	1.5	5.5	1.1	8.0	0.5	5.7
math	7/1	7.0	9	numeric	numeric	informative	2	1.2	3.7	2.7	4.9	0.5	5.1
baseline	6	6.0	5	numeric	word	noninformative	-1	2.0	4.4	2.4	3.3	0.5	3.5
baseline	28	28.0	30	numeric	word	noninformative	2	1.3	5.8	1.1	4.2	0.5	3.4
math	15*22	330.0	328	word	numeric	noninformative	-2	2.1	3.6	1.2	4.7	0.5	5.4
math	11+18	29.0	29	word	word	informative	0	1.8	3.3	1.0	3.8	0.5	6.4
math	6-16	-10.0	-14	word	word	informative	-4	2.4	3.7	3.0	4.0	0.5	4.2
baseline	21	21.0	29	numeric	numeric	informative	8	1.7	3.8	2.2	3.2	0.5	5.3
baseline	8	8.0	3	numeric	numeric	noninformative	-5	2.9	6.3	1.4	5.3	0.5	4.4
math	22*22	484.0	484	word	word	informative	0	2.6	5.5	1.7	4.3	0.5	4.6
math	26/8	3.2	12	numeric	word	informative	9	2.2	4.0	2.7	4.2	0.5	10.6
