trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	20	20.0	26	numeric	numeric	informative	6	2.5	4.4	1.6	5.4	0.5	6.0
baseline	11	11.0	14	word	word	noninformative	3	1.9	4.4	2.0	4.1	0.5	4.1
math	5-23	-18.0	-19	word	numeric	noninformative	-1	2.7	3.5	1.9	6.9	0.5	4.7
math	14/13	1.1	-9	word	numeric	informative	-10	1.2	5.0	2.7	3.3	0.5	5.2
math	11+2	13.0	15	numeric	numeric	informative	2	2.3	5.2	2.0	6.0	0.5	4.0
math	3*10	30.0	28	word	word	noninformative	-2	2.9	7.0	2.8	2.3	0.5	5.9
math	5-4	1.0	9	word	numeric	noninformative	8	1.8	5.6	1.5	5.3	0.5	4.3
baseline	17	17.0	16	word	word	noninformative	-1	1.2	5.7	2.2	6.1	0.5	3.7
math	24-11	13.0	23	numeric	word	informative	10	1.1	4.9	1.9	3.2	0.5	4.4
baseline	30	30.0	31	word	word	informative	1	1.7	3.2	1.9	5.0	0.5	3.6
math	24/19	1.3	10	word	word	noninformative	9	2.5	4.7	1.5	5.1	0.5	3.7
math	11*11	121.0	123	numeric	numeric	noninformative	2	1.5	3.1	1.8	4.7	0.5	6.3
math	26/18	1.4	2	numeric	numeric	informative	1	2.1	2.1	3.0	4.3	0.5	5.0
math	22+28	50.0	49	word	numeric	noninformative	-1	2.3	4.3	2.5	6.0	0.5	3.9
math	2-4	-2.0	4	numeric	word	noninformative	6	2.6	5.7	1.3	5.6	0.5	4.1
baseline	13	13.0	17	numeric	word	noninformative	4	3.0	3.3	2.5	2.3	0.5	4.0
math	10+17	27.0	28	numeric	numeric	informative	1	1.1	3.7	1.1	6.0	0.5	4.7
math	19*22	418.0	423	numeric	numeric	noninformative	5	1.8	3.7	2.7	4.2	0.5	5.3
baseline	15	15.0	16	numeric	word	informative	1	1.6	2.6	2.9	3.6	0.5	7.3
baseline	9	9.0	13	word	word	informative	4	1.7	2.9	1.7	3.5	0.5	5.0
baseline	13	13.0	15	word	numeric	informative	2	2.3	4.8	1.4	4.1	0.5	5.1
math	11+16	27.0	27	word	numeric	informative	0	1.0	3.5	1.1	5.0	0.5	4.5
math	8/6	1.3	-8	numeric	word	informative	-9	2.2	5.7	1.5	4.8	0.5	3.2
math	16*16	256.0	263	numeric	word	noninformative	7	1.3	6.4	1.7	7.1	0.5	11.2
