trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	26+12	38.0	39	numeric	word	noninformative	1	1.1	3.9	2.4	5.5	0.5	4.5
math	4/2	2.0	5	numeric	numeric	informative	3	2.1	3.3	2.9	5.3	0.5	4.6
baseline	5	5.0	8	word	numeric	noninformative	3	2.1	5.1	2.8	4.5	0.5	4.5
baseline	4	4.0	4	numeric	numeric	informative	0	1.7	4.2	1.9	4.5	0.5	4.7
math	22/12	1.8	3	word	word	informative	1	1.3	4.1	2.6	4.6	0.5	5.3
math	21+13	34.0	35	numeric	word	noninformative	1	2.6	4.7	2.8	6.6	0.5	5.3
math	14*14	196.0	197	word	word	noninformative	1	2.0	7.6	2.3	3.9	0.5	2.5
math	15+11	26.0	35	word	numeric	informative	9	1.0	4.6	1.8	3.5	0.5	4.0
math	14*13	182.0	189	word	numeric	noninformative	7	2.9	5.6	2.5	4.5	0.5	4.9
baseline	11	11.0	17	word	word	informative	6	1.4	5.5	2.0	4.0	0.5	3.5
math	10*21	210.0	208	word	word	noninformative	-2	2.2	6.1	1.4	3.8	0.5	6.9
baseline	12	12.0	14	numeric	numeric	informative	2	1.3	3.6	2.6	3.7	0.5	3.6
math	27+8	35.0	45	numeric	word	informative	10	1.1	5.0	2.2	4.5	0.5	7.9
math	14/10	1.4	10	numeric	word	informative	9	1.1	4.6	2.4	5.2	0.5	5.2
math	22*23	506.0	496	word	numeric	noninformative	-10	1.4	5.3	1.9	3.8	0.5	4.2
math	24-18	6.0	-4	numeric	word	noninformative	-10	2.8	5.5	1.1	4.0	0.5	3.1
baseline	28	28.0	38	word	word	noninformative	10	2.7	5.9	2.8	4.4	0.5	4.6
math	4-16	-12.0	-9	word	numeric	noninformative	3	1.5	4.6	2.3	4.4	0.5	5.4
math	17-11	6.0	5	numeric	numeric	informative	-1	1.0	5.2	1.9	2.8	0.5	3.8
baseline	11	11.0	1	numeric	numeric	informative	-10	1.2	4.9	1.1	3.8	0.5	2.9
baseline	2	2.0	-3	numeric	numeric	informative	-5	2.7	2.4	1.2	5.1	0.5	5.3
math	8/7	1.1	5	word	word	noninformative	4	2.0	4.5	2.2	3.1	0.5	4.9
baseline	3	3.0	6	word	numeric	noninformative	3	2.4	5.0	1.1	4.6	0.5	3.5
math	23-24	-1.0	-6	numeric	word	informative	-5	2.3	6.0	1.6	3.1	0.5	12.8
