trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	30-12	18.0	18	word	word	noninformative	0	2.2	5.3	1.3	3.5	0.5	4.7
math	18-12	6.0	3	word	numeric	informative	-3	2.7	7.1	2.5	2.6	0.5	5.5
math	18/1	18.0	17	numeric	word	noninformative	-1	1.1	4.7	1.0	3.4	0.5	5.2
baseline	1	1.0	2	word	numeric	noninformative	1	2.8	3.7	2.5	5.2	0.5	4.1
math	29*3	87.0	84	word	numeric	informative	-3	2.5	4.4	1.4	6.2	0.5	3.9
math	30+8	38.0	38	word	word	informative	0	1.5	4.0	2.2	3.7	0.5	3.9
math	16*26	416.0	415	word	word	informative	-1	1.7	4.2	2.2	2.7	0.5	5.5
math	7-23	-16.0	-6	word	numeric	informative	10	2.1	4.5	2.6	6.7	0.5	5.2
math	6/6	1.0	8	word	numeric	informative	7	2.0	6.6	2.0	4.4	0.5	5.1
math	20*15	300.0	308	numeric	word	informative	8	2.3	5.1	2.7	4.4	0.5	5.0
math	14*23	322.0	313	numeric	numeric	informative	-9	2.4	4.0	1.7	6.3	0.5	4.4
baseline	8	8.0	7	word	numeric	informative	-1	2.1	5.8	1.1	3.0	0.5	3.2
math	5-16	-11.0	-9	word	word	noninformative	2	2.6	3.9	1.5	3.5	0.5	3.8
baseline	10	10.0	12	word	word	noninformative	2	1.6	7.5	1.1	3.7	0.5	3.9
baseline	23	23.0	33	numeric	numeric	noninformative	10	2.6	4.7	2.8	3.6	0.5	3.6
math	29/27	1.1	1	numeric	word	noninformative	0	2.8	3.6	1.4	3.5	0.5	3.0
baseline	5	5.0	4	numeric	numeric	informative	-1	1.2	5.6	1.8	6.0	0.5	5.9
math	27/11	2.5	4	numeric	numeric	noninformative	2	2.5	4.6	1.7	2.7	0.5	7.0
math	17+21	38.0	38	numeric	word	noninformative	0	2.9	6.5	2.4	4.4	0.5	3.1
baseline	11	11.0	13	numeric	word	informative	2	1.4	5.5	1.3	4.2	0.5	4.2
math	7+3	10.0	10	numeric	word	informative	0	1.4	6.0	1.5	5.5	0.5	6.4
baseline	17	17.0	8	word	numeric	noninformative	-9	2.7	3.8	1.7	4.3	0.5	4.5
baseline	8	8.0	14	numeric	numeric	noninformative	6	2.7	5.7	2.1	5.1	0.5	3.0
math	30+24	54.0	44	numeric	word	noninformative	-10	1.7	6.5	1.8	3.5	0.5	6.7
