trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	23*26	598.0	597	word	word	informative	-1	2.3	1.1	2.0	4.2	7.5	4.7
baseline	14	14.0	16	numeric	word	informative	2	1.6	2.9	2.0	4.1	6.4	4.7
math	19-29	-10.0	-10	numeric	numeric	noninformative	0	2.8	1.8	2.0	6.1	3.9	2.6
math	10+2	12.0	13	word	word	noninformative	1	1.5	1.8	2.0	4.4	2.8	4.1
math	10+14	24.0	28	numeric	numeric	noninformative	4	2.0	1.8	2.0	5.9	4.8	4.0
math	12-3	9.0	8	word	numeric	informative	-1	1.7	2.5	2.0	6.6	3.2	5.5
baseline	21	21.0	18	numeric	word	informative	-3	2.4	2.2	2.0	5.1	3.4	4.6
math	19/13	1.5	-2	word	numeric	noninformative	-3	1.8	1.7	2.0	5.7	4.0	4.0
baseline	17	17.0	16	numeric	word	noninformative	-1	2.2	2.2	2.0	3.2	5.6	5.0
baseline	24	24.0	24	numeric	numeric	informative	0	1.4	1.3	2.0	4.5	2.5	3.8
baseline	23	23.0	23	word	word	noninformative	0	1.3	2.4	2.0	3.2	7.3	5.0
math	20*26	520.0	518	numeric	numeric	informative	-2	2.3	1.0	2.0	3.1	5.5	5.1
math	23-6	17.0	11	numeric	word	informative	-6	2.1	1.1	2.0	4.9	4.1	3.3
math	16*18	288.0	294	word	word	noninformative	6	2.4	2.3	2.0	6.2	5.4	4.2
baseline	4	4.0	1	word	numeric	noninformative	-3	2.7	1.6	2.0	5.6	6.7	4.9
math	21/16	1.3	2	numeric	numeric	noninformative	1	1.2	2.4	2.0	5.3	3.3	6.4
math	27/23	1.2	3	numeric	word	informative	2	1.6	2.9	2.0	5.2	5.8	4.5
math	11*13	143.0	144	word	numeric	noninformative	1	2.1	1.8	2.0	4.0	3.7	4.1
baseline	20	20.0	18	numeric	word	informative	-2	1.1	2.6	2.0	4.9	3.7	3.0
math	6+29	35.0	34	numeric	numeric	noninformative	-1	1.6	1.7	2.0	3.7	3.8	3.2
math	14+18	32.0	31	word	numeric	informative	-1	2.7	1.8	2.0	8.0	3.9	7.9
math	30/13	2.3	6	word	numeric	informative	4	3.0	2.7	2.0	4.7	4.3	3.7
baseline	15	15.0	17	word	word	noninformative	2	2.3	1.1	2.0	3.8	4.6	7.9
math	13-18	-5.0	-9	word	word	informative	-4	2.7	2.4	2.0	7.9	4.3	5.1
