trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	25/19	1.3	-4	word	word	noninformative	-5	2.5	4.7	1.5	3.7	0.5	3.9
math	24*25	600.0	598	numeric	numeric	informative	-2	2.0	6.7	1.1	4.7	0.5	5.1
baseline	28	28.0	32	numeric	numeric	informative	4	1.4	6.7	1.1	4.2	0.5	4.5
math	17+23	40.0	40	word	word	noninformative	0	2.4	3.8	2.1	7.3	0.5	5.8
math	27-18	9.0	9	numeric	word	informative	0	2.8	4.0	2.8	4.1	0.5	3.2
baseline	23	23.0	14	word	word	informative	-9	1.9	5.1	1.1	5.0	0.5	2.9
math	3+1	4.0	5	numeric	numeric	informative	1	1.8	4.3	2.0	4.9	0.5	2.8
math	29*12	348.0	344	numeric	word	noninformative	-4	1.8	5.4	2.3	5.1	0.5	4.0
baseline	21	21.0	17	numeric	numeric	noninformative	-4	1.3	2.6	1.1	5.3	0.5	5.1
math	23/22	1.0	1	word	word	informative	0	2.1	4.2	1.1	5.1	0.5	4.5
baseline	12	12.0	12	numeric	word	noninformative	0	2.0	4.3	2.7	4.3	0.5	4.7
math	2+28	30.0	31	word	word	noninformative	1	2.2	4.5	2.2	4.7	0.5	4.0
math	30/3	10.0	13	word	numeric	informative	3	2.2	4.1	3.0	3.5	0.5	4.4
math	14+11	25.0	22	word	word	noninformative	-3	1.2	5.4	2.0	2.7	0.5	5.3
math	2-4	-2.0	-5	numeric	numeric	noninformative	-3	2.8	3.6	1.5	4.4	0.5	4.0
baseline	16	16.0	22	word	numeric	noninformative	6	2.4	3.9	1.1	5.3	0.5	4.9
baseline	22	22.0	21	numeric	numeric	informative	-1	2.6	5.5	2.0	2.1	0.5	6.6
baseline	24	24.0	23	word	numeric	noninformative	-1	2.7	3.7	1.1	4.8	0.5	3.8
math	17*28	476.0	476	word	numeric	informative	0	1.4	5.3	2.6	7.4	0.5	4.1
math	21-25	-4.0	-12	numeric	word	informative	-8	2.8	4.4	2.1	2.5	0.5	3.5
math	9/7	1.3	-8	numeric	word	noninformative	-9	1.2	4.4	2.4	6.8	0.5	3.7
baseline	28	28.0	19	numeric	numeric	noninformative	-9	1.6	5.0	2.2	3.7	0.5	4.0
math	5*13	65.0	67	word	word	informative	2	2.4	5.2	2.5	3.6	0.5	5.8
math	15-13	2.0	1	word	numeric	informative	-1	1.1	7.7	1.5	2.9	0.5	15.1
