trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	28+5	33.0	27	word	word	noninformative	-6	2.3	1.6	2.0	3.3	5.0	4.4
math	27/8	3.4	-7	word	numeric	noninformative	-10	2.9	2.8	2.0	3.9	4.8	5.9
math	29/27	1.1	4	word	numeric	noninformative	3	2.5	2.9	2.0	4.3	3.7	4.7
math	17-18	-1.0	-1	word	numeric	informative	0	1.1	2.2	2.0	6.7	3.7	4.4
math	24-16	8.0	9	word	word	noninformative	1	1.6	1.5	2.0	7.2	3.6	3.5
math	8/2	4.0	6	numeric	word	informative	2	1.0	1.6	2.0	6.1	5.1	4.5
math	13-23	-10.0	-12	word	word	noninformative	-2	1.3	1.8	2.0	3.5	3.7	4.7
baseline	23	23.0	27	numeric	word	noninformative	4	1.3	1.7	2.0	5.9	3.0	3.5
baseline	17	17.0	20	numeric	word	informative	3	2.1	1.9	2.0	4.4	4.1	5.3
baseline	6	6.0	5	word	word	noninformative	-1	1.2	1.2	2.0	4.2	4.3	5.8
math	24+8	32.0	23	numeric	word	informative	-9	2.0	2.7	2.0	3.1	5.8	6.2
baseline	15	15.0	11	numeric	numeric	noninformative	-4	1.9	2.3	2.0	2.7	4.9	3.5
math	13+5	18.0	22	numeric	numeric	informative	4	1.1	2.9	2.0	3.7	4.7	5.1
baseline	10	10.0	14	numeric	numeric	noninformative	4	2.4	2.5	2.0	3.4	5.5	3.5
baseline	6	6.0	2	numeric	numeric	informative	-4	2.3	2.5	2.0	5.2	3.1	3.3
math	29-2	27.0	23	word	word	informative	-4	2.9	1.7	2.0	3.8	4.6	3.5
math	16*16	256.0	266	numeric	numeric	informative	10	2.9	2.6	2.0	7.5	4.7	4.4
math	7*11	77.0	77	word	word	informative	0	1.2	2.4	2.0	6.8	4.5	4.5
math	9/6	1.5	2	word	numeric	informative	0	1.3	2.7	2.0	4.9	3.0	6.5
baseline	11	11.0	11	numeric	numeric	noninformative	0	2.4	1.3	2.0	3.8	4.8	4.7
baseline	23	23.0	26	word	word	informative	3	2.2	2.8	2.0	3.3	5.2	6.2
math	14*25	350.0	344	numeric	numeric	noninformative	-6	2.6	1.3	2.0	4.9	3.5	4.4
math	29+19	48.0	42	numeric	numeric	noninformative	-6	1.5	1.7	2.0	7.4	6.3	6.4
math	9*5	45.0	45	word	word	informative	0	1.9	2.2	2.0	8.7	6.6	5.5
