trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	11-14	-3.0	-4	word	word	informative	-1	1.9	6.0	2.8	5.5	0.5	4.5
baseline	2	2.0	4	word	numeric	noninformative	2	2.4	3.3	1.9	5.2	0.5	5.3
math	5*11	55.0	58	numeric	numeric	noninformative	3	1.1	5.3	2.8	3.4	0.5	4.6
math	28-17	11.0	13	word	word	informative	2	1.9	3.8	2.1	5.2	0.5	3.8
baseline	19	19.0	21	word	word	informative	2	2.3	5.2	2.9	4.2	0.5	5.5
math	22/4	5.5	6	numeric	numeric	noninformative	0	1.5	4.2	1.2	6.5	0.5	3.6
math	29+26	55.0	48	numeric	word	informative	-7	1.2	4.9	2.9	5.9	0.5	4.3
baseline	1	1.0	-6	numeric	numeric	informative	-7	2.6	6.1	1.5	5.6	0.5	3.9
math	14-2	12.0	15	numeric	word	noninformative	3	1.4	4.3	2.1	3.6	0.5	4.1
baseline	16	16.0	20	numeric	word	informative	4	1.2	4.0	2.0	3.6	0.5	4.5
baseline	11	11.0	11	numeric	word	informative	0	1.6	4.3	3.0	4.8	0.5	5.3
baseline	19	19.0	23	numeric	numeric	informative	4	2.9	3.8	1.0	5.7	0.5	3.4
math	26/2	13.0	12	numeric	numeric	informative	-1	1.4	4.6	2.5	2.6	0.5	5.0
math	26+22	48.0	51	word	word	noninformative	3	2.1	4.3	2.4	4.6	0.5	4.9
math	16+28	44.0	45	word	word	noninformative	1	2.7	5.6	2.0	4.2	0.5	6.8
baseline	24	24.0	25	word	numeric	informative	1	2.5	5.0	2.0	6.4	0.5	5.4
math	8+15	23.0	25	numeric	word	noninformative	2	1.8	6.1	2.0	3.5	0.5	6.9
math	22*30	660.0	660	word	numeric	informative	0	2.9	3.7	1.2	3.9	0.5	3.1
math	8*8	64.0	63	numeric	word	informative	-1	1.3	4.2	2.9	3.6	0.5	4.4
baseline	3	3.0	2	numeric	word	noninformative	-1	1.2	5.4	2.2	5.0	0.5	5.8
math	17/5	3.4	8	word	numeric	noninformative	5	3.0	4.1	2.5	4.1	0.5	4.2
math	18-24	-6.0	-8	word	numeric	noninformative	-2	1.2	2.6	1.5	3.9	0.5	3.2
math	30/7	4.3	-6	word	numeric	noninformative	-10	1.9	3.0	2.0	4.6	0.5	4.6
math	12*6	72.0	71	word	numeric	noninformative	-1	2.4	4.4	2.2	5.4	0.5	7.7
