trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	23+20	43.0	35	numeric	numeric	informative	-8	2.8	3.8	2.1	7.9	0.5	4.1
math	5*9	45.0	47	numeric	numeric	informative	2	1.9	3.3	2.0	3.8	0.5	3.2
baseline	15	15.0	20	numeric	numeric	informative	5	2.8	3.5	1.5	4.8	0.5	4.1
math	6*13	78.0	79	word	numeric	informative	1	2.8	6.1	1.9	2.9	0.5	3.5
baseline	14	14.0	19	word	word	informative	5	1.2	4.2	1.7	4.3	0.5	3.0
math	18+19	37.0	42	word	numeric	informative	5	1.9	3.3	1.7	5.1	0.5	3.9
math	21-26	-5.0	-6	word	word	noninformative	-1	1.1	4.2	1.8	5.3	0.5	5.3
math	4+30	34.0	32	numeric	word	noninformative	-2	1.9	5.3	2.5	5.4	0.5	2.6
baseline	24	24.0	29	numeric	word	noninformative	5	1.3	4.4	1.9	6.9	0.5	3.1
math	5-16	-11.0	-10	numeric	numeric	noninformative	1	1.3	4.4	1.3	4.1	0.5	2.8
math	21/19	1.1	-1	numeric	word	noninformative	-2	1.5	4.4	2.2	4.0	0.5	4.7
baseline	13	13.0	16	numeric	word	informative	3	2.2	6.1	1.1	5.4	0.5	4.3
math	6*16	96.0	91	word	word	informative	-5	2.7	5.2	2.3	4.8	0.5	3.8
math	12*27	324.0	323	word	numeric	noninformative	-1	2.1	3.2	2.4	4.0	0.5	5.7
baseline	9	9.0	17	word	numeric	informative	8	2.8	6.1	1.1	4.1	0.5	4.7
math	26/13	2.0	-1	word	word	noninformative	-3	2.8	4.5	2.2	3.8	0.5	4.7
baseline	29	29.0	32	word	numeric	noninformative	3	1.5	4.5	1.2	3.6	0.5	5.3
baseline	12	12.0	10	numeric	numeric	noninformative	-2	1.5	4.0	2.0	5.5	0.5	5.5
math	18/8	2.2	0	word	word	noninformative	-2	2.5	5.4	1.6	3.7	0.5	3.9
math	14-1	13.0	3	numeric	numeric	informative	-10	1.2	6.2	1.4	3.5	0.5	5.5
baseline	22	22.0	30	word	word	informative	8	3.0	5.5	2.7	3.4	0.5	7.9
math	29/1	29.0	28	word	word	informative	-1	2.7	5.2	1.1	4.7	0.5	7.2
math	10-28	-18.0	-18	numeric	word	noninformative	0	1.2	4.6	2.0	4.2	0.5	4.3
math	2+30	32.0	31	numeric	numeric	noninformative	-1	2.5	4.2	1.8	4.4	0.5	15.0
