trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	24+26	50.0	52	numeric	numeric	informative	2	2.4	5.0	1.6	4.9	0.5	5.0
baseline	15	15.0	12	numeric	word	informative	-3	2.0	6.6	2.1	6.2	0.5	3.8
baseline	17	17.0	18	word	word	noninformative	1	1.1	4.0	2.4	4.1	0.5	4.8
math	7-15	-8.0	-18	numeric	numeric	noninformative	-10	2.1	4.4	2.4	4.9	0.5	3.4
math	11+15	26.0	35	numeric	numeric	informative	9	2.7	4.1	2.7	5.6	0.5	5.7
math	8/2	4.0	6	numeric	numeric	noninformative	2	3.0	3.9	2.4	6.2	0.5	4.3
baseline	19	19.0	21	word	numeric	informative	2	1.4	3.9	1.8	5.0	0.5	3.5
math	23-21	2.0	0	numeric	word	noninformative	-2	2.0	3.9	2.5	5.1	0.5	3.5
math	26*11	286.0	282	word	numeric	noninformative	-4	1.1	5.2	2.4	6.6	0.5	4.2
math	22*28	616.0	613	word	numeric	informative	-3	1.3	4.5	2.4	4.3	0.5	2.9
math	23+20	43.0	34	word	word	informative	-9	1.9	4.8	2.0	4.3	0.5	3.9
baseline	13	13.0	14	numeric	word	informative	1	2.2	5.4	1.6	5.5	0.5	5.3
math	29+28	57.0	56	word	word	informative	-1	2.9	3.4	2.0	5.1	0.5	5.1
baseline	17	17.0	7	word	word	noninformative	-10	2.0	2.8	2.5	4.0	0.5	6.1
math	30/4	7.5	10	numeric	numeric	informative	3	2.0	4.0	1.9	3.9	0.5	2.8
baseline	18	18.0	21	word	numeric	noninformative	3	2.5	6.1	2.8	3.7	0.5	2.5
math	26-20	6.0	5	numeric	word	noninformative	-1	2.6	4.9	1.9	3.9	0.5	4.1
math	13-15	-2.0	1	word	word	noninformative	3	2.2	3.4	1.2	3.2	0.5	4.8
math	19/2	9.5	8	word	word	informative	-2	2.3	4.6	1.5	5.7	0.5	4.3
math	10*6	60.0	63	numeric	numeric	noninformative	3	1.7	3.4	1.2	3.5	0.5	6.6
baseline	20	20.0	26	word	numeric	informative	6	2.3	3.9	2.3	4.6	0.5	3.9
baseline	3	3.0	2	numeric	word	informative	-1	2.6	6.5	2.8	6.0	0.5	5.2
math	3*24	72.0	72	numeric	numeric	noninformative	0	2.9	4.8	2.9	3.5	0.5	3.8
math	26/15	1.7	4	word	word	noninformative	2	2.8	3.3	2.2	2.7	0.5	9.7
