trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	19*5	95.0	90	word	word	informative	-5	1.3	4.8	2.0	5.3	0.5	5.5
subtraction	30-12	18.0	19	numeric	numeric	noninformative	1	2.8	3.7	2.6	2.8	0.5	3.9
division	23/23	1.0	9	numeric	numeric	noninformative	8	2.2	5.6	2.4	6.9	0.5	4.6
division	21/10	2.1	-3	word	numeric	noninformative	-5	2.8	7.5	1.9	7.0	0.5	3.4
division	9/6	1.5	0	numeric	numeric	noninformative	-1	1.7	5.2	1.3	3.9	0.5	2.9
subtraction	26-3	23.0	19	numeric	word	noninformative	-4	1.3	5.6	1.1	2.8	0.5	3.3
division	28/6	4.7	6	word	numeric	informative	1	1.2	6.2	2.0	3.7	0.5	5.0
subtraction	15-21	-6.0	0	word	word	informative	6	1.9	4.4	2.0	2.9	0.5	4.1
addition	15+28	43.0	41	word	word	informative	-2	2.5	2.9	2.1	4.7	0.5	4.2
division	30/27	1.1	-3	numeric	numeric	noninformative	-4	2.9	5.9	1.5	3.5	0.5	4.0
subtraction	20-4	16.0	22	word	numeric	noninformative	6	1.7	5.6	2.3	4.3	0.5	4.6
multiplication	18*2	36.0	43	word	word	informative	7	1.8	4.0	1.5	5.0	0.5	3.3
subtraction	20-18	2.0	2	word	numeric	informative	0	2.8	5.2	1.8	2.9	0.5	6.9
addition	23+13	36.0	37	numeric	numeric	informative	1	2.9	4.0	2.1	3.8	0.5	4.1
addition	22+1	23.0	25	numeric	numeric	noninformative	2	1.1	4.4	1.8	4.2	0.5	3.6
multiplication	17*4	68.0	72	numeric	word	informative	4	2.5	3.9	2.1	4.9	0.5	4.4
addition	19+4	23.0	23	numeric	word	noninformative	0	2.6	3.1	1.9	3.8	0.5	2.6
addition	21+11	32.0	22	word	word	informative	-10	2.1	5.7	2.1	4.6	0.5	4.4
division	28/5	5.6	11	numeric	word	informative	5	2.7	4.3	1.2	4.1	0.5	3.9
subtraction	1-10	-9.0	-11	word	numeric	informative	-2	3.0	4.7	2.8	3.9	0.5	5.1
multiplication	23*9	207.0	217	word	numeric	noninformative	10	1.8	3.9	2.4	5.7	0.5	3.7
multiplication	26*9	234.0	233	numeric	word	noninformative	-1	1.5	3.4	2.1	5.2	0.5	4.7
addition	1+17	18.0	17	numeric	word	informative	-1	2.1	5.1	2.8	4.0	0.5	7.6
multiplication	4*4	16.0	18	word	word	noninformative	2	1.1	4.0	1.4	3.8	0.5	3.4
