trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	20*7	140.0	141	numeric	numeric	informative	1	1.5	2.7	1.4	5.1	0.5	4.5
baseline	14	14.0	8	numeric	word	noninformative	-6	1.8	6.5	1.8	4.7	0.5	5.5
math	28/10	2.8	-2	word	numeric	noninformative	-5	1.7	4.6	2.5	4.9	0.5	3.7
math	2+12	14.0	19	word	numeric	informative	5	2.9	5.4	1.4	4.5	0.5	3.7
baseline	2	2.0	5	word	numeric	informative	3	1.9	3.0	1.7	4.8	0.5	3.9
math	13-23	-10.0	-12	numeric	numeric	noninformative	-2	2.5	5.2	2.2	4.2	0.5	4.7
math	13-28	-15.0	-9	numeric	numeric	informative	6	2.1	3.3	1.4	5.7	0.5	2.8
baseline	24	24.0	20	word	word	noninformative	-4	2.6	6.3	2.9	6.5	0.5	4.9
math	7-26	-19.0	-21	word	numeric	informative	-2	2.0	4.2	1.1	4.0	0.5	5.6
math	29/5	5.8	14	numeric	numeric	informative	8	2.7	4.9	2.9	5.2	0.5	4.7
baseline	11	11.0	14	numeric	word	noninformative	3	1.1	4.1	3.0	5.8	0.5	5.3
baseline	8	8.0	8	numeric	word	informative	0	2.3	6.0	2.8	4.8	0.5	3.9
math	10*12	120.0	120	word	word	informative	0	1.7	6.6	1.2	5.6	0.5	6.6
baseline	3	3.0	9	word	word	informative	6	1.4	5.3	2.4	4.2	0.5	4.1
math	19-18	1.0	2	numeric	word	noninformative	1	1.2	3.6	1.5	4.7	0.5	4.0
math	6*13	78.0	74	numeric	numeric	informative	-4	2.6	4.0	2.3	3.4	0.5	5.1
baseline	7	7.0	4	word	numeric	noninformative	-3	1.8	4.7	2.5	5.9	0.5	2.5
math	18+30	48.0	51	word	word	informative	3	2.3	2.9	2.5	3.8	0.5	4.6
math	30/24	1.2	0	word	word	informative	-1	1.1	3.5	1.2	4.4	0.5	4.6
math	21+9	30.0	28	numeric	word	noninformative	-2	1.3	3.9	3.0	5.2	0.5	3.7
baseline	10	10.0	9	numeric	word	noninformative	-1	1.2	3.4	1.4	5.1	0.5	5.0
math	28*27	756.0	757	word	numeric	noninformative	1	1.4	5.5	1.6	4.3	0.5	3.1
math	25+29	54.0	49	numeric	word	noninformative	-5	2.6	4.7	2.3	3.7	0.5	6.4
math	20/2	10.0	10	word	numeric	noninformative	0	2.8	3.0	2.7	3.9	0.5	11.2
