trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	17*18	306.0	306	word	numeric	informative	0	2.7	4.1	2.0	5.4	0.5	5.2
math	22+29	51.0	55	word	numeric	informative	4	2.5	3.1	3.0	4.9	0.5	4.8
math	8+8	16.0	19	numeric	numeric	informative	3	2.4	6.3	1.1	4.2	0.5	4.5
math	12/6	2.0	2	numeric	numeric	noninformative	0	1.2	3.4	1.8	2.9	0.5	3.0
math	2-29	-27.0	-26	word	word	informative	1	1.4	6.2	1.8	5.2	0.5	3.4
math	28*20	560.0	558	numeric	word	noninformative	-2	2.4	4.3	2.2	6.3	0.5	7.4
math	4+12	16.0	20	numeric	numeric	informative	4	1.9	3.4	1.1	2.9	0.5	7.3
math	3-11	-8.0	-16	word	word	noninformative	-8	1.4	4.5	2.8	6.7	0.5	4.7
baseline	8	8.0	5	numeric	word	informative	-3	2.9	4.5	2.1	5.1	0.5	3.6
math	13-17	-4.0	6	numeric	numeric	noninformative	10	2.0	3.0	2.5	2.8	0.5	3.7
baseline	17	17.0	20	word	word	informative	3	2.2	3.0	2.8	4.2	0.5	3.6
math	15*22	330.0	330	numeric	word	noninformative	0	1.0	5.0	2.2	5.7	0.5	4.9
baseline	12	12.0	18	numeric	numeric	noninformative	6	1.3	4.3	2.4	4.0	0.5	3.5
baseline	23	23.0	26	numeric	word	informative	3	2.5	6.5	1.5	4.7	0.5	4.2
math	15+7	22.0	21	word	word	noninformative	-1	2.9	3.8	2.5	3.3	0.5	5.0
baseline	8	8.0	10	word	numeric	informative	2	1.3	4.5	1.5	4.7	0.5	5.4
baseline	25	25.0	26	word	word	informative	1	2.3	5.7	2.6	2.9	0.5	5.9
math	25/6	4.2	1	word	word	noninformative	-3	2.6	5.7	2.0	4.2	0.5	4.9
baseline	27	27.0	28	numeric	word	noninformative	1	1.9	3.6	2.1	7.2	0.5	4.1
math	25/2	12.5	14	word	numeric	informative	2	1.7	4.1	1.8	2.9	0.5	4.7
math	22-14	8.0	15	word	numeric	noninformative	7	2.4	5.2	2.0	3.4	0.5	5.0
math	6*25	150.0	159	word	numeric	noninformative	9	1.4	4.3	2.9	3.7	0.5	4.5
math	21/16	1.3	0	numeric	word	informative	-1	2.5	6.2	1.4	3.9	0.5	4.5
baseline	27	27.0	23	numeric	numeric	noninformative	-4	1.9	3.4	1.0	3.4	0.5	13.7
