trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	23	23.0	22	word	numeric	informative	-1	2.1	4.4	2.5	6.5	0.5	4.9
math	16+14	30.0	24	numeric	numeric	informative	-6	2.4	4.1	2.0	7.2	0.5	3.7
baseline	9	9.0	-1	word	word	informative	-10	2.0	6.8	1.9	4.6	0.5	3.2
math	27-15	12.0	12	numeric	word	noninformative	0	2.7	5.2	3.0	3.3	0.5	3.6
baseline	26	26.0	26	word	word	noninformative	0	2.3	2.6	1.3	7.0	0.5	3.2
math	20+1	21.0	20	word	numeric	informative	-1	2.3	4.6	2.2	4.9	0.5	3.4
math	20*5	100.0	102	word	word	informative	2	1.4	6.2	2.9	3.5	0.5	4.4
baseline	17	17.0	18	word	word	noninformative	1	1.5	4.0	2.0	4.2	0.5	4.5
math	24/20	1.2	1	numeric	word	informative	0	2.4	5.0	1.3	4.5	0.5	4.6
math	28*15	420.0	420	numeric	numeric	informative	0	2.9	6.6	2.1	4.1	0.5	5.9
math	28/25	1.1	1	word	numeric	noninformative	0	2.9	3.9	1.5	4.0	0.5	4.6
math	2-6	-4.0	-3	word	word	noninformative	1	2.3	4.3	1.0	6.0	0.5	3.4
baseline	9	9.0	9	numeric	word	noninformative	0	1.1	4.7	2.1	4.3	0.5	3.1
math	22+5	27.0	26	numeric	numeric	informative	-1	2.4	6.6	1.6	3.3	0.5	5.3
baseline	9	9.0	11	numeric	word	noninformative	2	2.4	3.7	2.5	2.8	0.5	4.4
math	26/25	1.0	-1	word	numeric	informative	-2	1.6	5.5	2.2	4.9	0.5	2.9
math	26-5	21.0	31	numeric	numeric	informative	10	1.6	4.4	1.1	5.1	0.5	6.2
math	2*3	6.0	10	numeric	numeric	informative	4	1.7	4.9	3.0	5.5	0.5	2.9
baseline	1	1.0	3	word	numeric	noninformative	2	1.5	3.4	1.2	3.6	0.5	3.7
math	18+14	32.0	41	word	numeric	noninformative	9	2.6	4.1	1.8	4.5	0.5	6.0
math	19/1	19.0	18	numeric	word	noninformative	-1	1.1	2.6	2.2	5.6	0.5	3.0
baseline	11	11.0	11	word	numeric	noninformative	0	2.7	3.5	1.8	3.9	0.5	4.1
math	8*20	160.0	157	numeric	word	noninformative	-3	2.4	5.4	2.9	4.9	0.5	4.3
math	16-18	-2.0	2	numeric	word	informative	4	2.0	3.9	2.5	3.9	0.5	15.3
