trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	20	20.0	17	numeric	word	informative	-3	1.8	4.1	2.1	4.4	0.5	4.9
math	30-10	20.0	21	numeric	numeric	informative	1	2.3	5.3	1.3	2.9	0.5	3.2
math	30/23	1.3	1	word	word	informative	0	1.8	3.5	2.6	6.1	0.5	3.6
math	11-19	-8.0	1	numeric	numeric	informative	9	1.2	5.9	3.0	4.4	0.5	3.4
math	25/21	1.2	2	numeric	word	informative	1	2.7	3.6	1.7	3.9	0.5	4.9
baseline	9	9.0	2	word	word	noninformative	-7	2.1	3.6	2.8	6.8	0.5	4.4
baseline	26	26.0	30	numeric	word	informative	4	2.2	5.0	2.6	5.6	0.5	5.2
math	9+6	15.0	12	word	numeric	noninformative	-3	1.5	4.0	2.8	5.2	0.5	4.1
math	17+20	37.0	41	word	numeric	noninformative	4	1.6	4.2	2.3	3.5	0.5	3.7
math	7*14	98.0	97	word	word	informative	-1	1.6	4.2	1.6	4.2	0.5	3.7
math	8*7	56.0	61	word	numeric	noninformative	5	2.3	3.7	2.2	5.1	0.5	5.4
math	26/9	2.9	1	numeric	numeric	noninformative	-2	2.9	4.6	1.2	5.1	0.5	4.1
baseline	8	8.0	7	word	numeric	noninformative	-1	2.0	4.8	2.5	4.5	0.5	3.5
baseline	16	16.0	17	numeric	numeric	informative	1	2.5	3.0	2.7	3.9	0.5	3.1
math	15/9	1.7	2	numeric	word	informative	0	2.6	4.8	2.1	4.2	0.5	4.0
math	26*9	234.0	229	word	numeric	noninformative	-5	1.6	3.6	2.9	4.9	0.5	4.4
baseline	24	24.0	26	word	word	noninformative	2	1.3	4.6	1.1	5.5	0.5	4.7
math	19+4	23.0	30	numeric	word	informative	7	1.2	4.8	2.9	4.5	0.5	3.2
math	6+15	21.0	21	word	word	informative	0	1.5	3.9	1.9	6.5	0.5	5.8
baseline	27	27.0	24	numeric	word	noninformative	-3	2.7	6.1	1.1	4.2	0.5	4.7
math	8-6	2.0	4	word	numeric	noninformative	2	1.7	2.6	1.1	6.5	0.5	7.3
math	3*12	36.0	40	word	numeric	noninformative	4	2.9	4.4	2.3	3.6	0.5	5.3
math	25-1	24.0	25	numeric	numeric	noninformative	1	1.9	4.0	2.8	5.4	0.5	6.6
baseline	19	19.0	17	numeric	word	informative	-2	2.1	4.9	2.7	3.8	0.5	10.6
