trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	7	7.0	3	numeric	word	informative	-4	1.6	1.9	2.0	4.8	4.6	3.7
math	29+22	51.0	48	numeric	word	noninformative	-3	2.7	1.2	2.0	3.9	4.0	4.2
math	9-1	8.0	7	word	numeric	noninformative	-1	2.5	1.6	2.0	6.0	5.2	6.1
math	1+21	22.0	30	word	word	informative	8	1.1	2.1	2.0	4.8	6.8	5.4
baseline	10	10.0	8	numeric	word	informative	-2	2.6	1.8	2.0	2.8	4.8	4.4
baseline	30	30.0	29	word	word	informative	-1	2.2	2.0	2.0	4.4	5.6	6.0
math	30/29	1.0	1	numeric	numeric	noninformative	0	2.2	1.3	2.0	4.7	7.0	3.7
math	29*3	87.0	89	numeric	numeric	noninformative	2	2.4	1.5	2.0	4.5	2.8	5.3
math	16*11	176.0	184	word	numeric	informative	8	3.0	1.9	2.0	6.7	6.4	6.7
math	1-23	-22.0	-21	numeric	word	informative	1	2.7	2.7	2.0	4.4	4.0	4.0
baseline	10	10.0	13	numeric	word	informative	3	2.0	2.3	2.0	4.1	5.3	4.4
math	29/18	1.6	0	word	numeric	noninformative	-2	1.5	2.4	2.0	4.8	5.2	4.0
math	15/2	7.5	10	word	numeric	noninformative	3	1.2	2.1	2.0	5.5	6.8	4.3
math	20+23	43.0	41	numeric	word	noninformative	-2	1.9	1.4	2.0	3.0	6.1	5.5
baseline	29	29.0	33	numeric	word	noninformative	4	1.4	1.7	2.0	3.4	3.8	3.4
math	17*11	187.0	180	word	numeric	informative	-7	2.6	1.5	2.0	3.3	3.1	5.9
baseline	16	16.0	17	numeric	word	informative	1	1.7	2.8	2.0	4.9	3.4	6.7
math	26*17	442.0	440	numeric	numeric	noninformative	-2	2.6	2.8	2.0	4.7	3.7	4.0
baseline	1	1.0	-6	word	word	informative	-7	1.4	1.3	2.0	4.0	3.0	4.5
math	21-1	20.0	10	word	numeric	informative	-10	1.5	2.8	2.0	3.6	4.2	4.4
baseline	24	24.0	28	numeric	word	noninformative	4	2.7	2.4	2.0	5.5	4.8	4.7
math	12+8	20.0	20	word	numeric	noninformative	0	2.5	2.4	2.0	5.0	6.8	4.5
math	20-4	16.0	18	word	numeric	noninformative	2	1.9	2.2	2.0	3.9	4.3	3.1
math	21/16	1.3	6	word	numeric	informative	5	1.5	1.6	2.0	7.8	5.4	4.4
