trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	27	27.0	29	word	numeric	noninformative	2	1.6	3.1	1.7	5.7	0.5	5.7
math	9+2	11.0	7	word	numeric	noninformative	-4	2.3	5.1	1.0	4.0	0.5	4.1
math	22-29	-7.0	-6	word	numeric	informative	1	2.2	3.9	1.9	4.7	0.5	3.5
math	4*17	68.0	59	word	numeric	noninformative	-9	2.6	5.5	1.1	3.8	0.5	4.1
math	30/4	7.5	8	numeric	word	informative	0	2.0	3.4	2.3	4.9	0.5	3.5
math	8+25	33.0	33	word	numeric	informative	0	2.9	6.0	1.1	5.8	0.5	5.2
math	5-23	-18.0	-16	numeric	word	informative	2	3.0	3.5	1.8	5.0	0.5	3.8
baseline	8	8.0	1	word	word	informative	-7	2.7	4.2	2.6	6.8	0.5	4.5
math	29*25	725.0	735	numeric	word	noninformative	10	1.4	3.9	2.8	4.8	0.5	4.1
baseline	17	17.0	17	word	word	noninformative	0	1.3	5.8	1.7	6.1	0.5	2.6
math	29/9	3.2	-2	word	word	informative	-5	2.2	6.8	1.2	3.9	0.5	4.8
baseline	29	29.0	28	numeric	word	noninformative	-1	2.2	4.2	1.4	4.6	0.5	2.2
math	14/2	7.0	10	numeric	numeric	noninformative	3	2.3	4.5	1.3	5.2	0.5	3.7
baseline	17	17.0	15	word	numeric	noninformative	-2	3.0	6.0	2.9	3.7	0.5	4.4
math	2+19	21.0	17	numeric	word	informative	-4	1.7	6.0	3.0	5.3	0.5	4.5
math	13-23	-10.0	-9	word	numeric	informative	1	2.6	3.9	1.2	3.5	0.5	4.9
math	12*9	108.0	112	numeric	word	informative	4	2.3	4.5	1.5	5.6	0.5	3.1
math	23-23	0.0	-1	numeric	numeric	informative	-1	2.1	6.1	1.3	4.7	0.5	4.2
baseline	9	9.0	16	word	word	noninformative	7	1.1	6.1	2.4	6.7	0.5	4.5
math	16+11	27.0	36	numeric	numeric	informative	9	1.2	3.8	1.4	2.8	0.5	2.7
math	30/21	1.4	1	numeric	word	noninformative	0	2.7	4.2	1.0	5.0	0.5	5.7
baseline	6	6.0	9	word	word	informative	3	2.2	4.4	1.3	5.4	0.5	3.7
math	24*16	384.0	374	numeric	numeric	noninformative	-10	1.2	4.2	2.8	3.1	0.5	4.8
baseline	8	8.0	10	numeric	numeric	noninformative	2	1.7	4.4	2.2	4.0	0.5	15.7
