trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	1	1.0	11	numeric	word	noninformative	10	1.8	6.7	1.8	4.2	0.5	5.2
baseline	17	17.0	25	numeric	numeric	informative	8	2.1	4.8	2.3	3.8	0.5	4.2
math	23*30	690.0	688	word	numeric	noninformative	-2	2.7	3.5	1.4	5.9	0.5	5.1
math	23/2	11.5	14	numeric	numeric	noninformative	3	2.4	4.0	2.4	2.8	0.5	4.3
baseline	2	2.0	11	numeric	numeric	informative	9	1.1	2.9	1.5	5.4	0.5	4.3
math	30/16	1.9	2	word	word	noninformative	0	1.3	4.1	1.1	7.3	0.5	3.0
math	6-15	-9.0	-13	word	word	informative	-4	3.0	4.5	1.3	5.3	0.5	2.6
baseline	10	10.0	3	numeric	numeric	informative	-7	3.0	4.5	1.3	5.7	0.5	5.1
math	23/19	1.2	2	word	numeric	informative	1	2.5	4.3	2.8	4.4	0.5	4.0
math	5*27	135.0	132	numeric	word	informative	-3	1.2	4.8	2.1	5.6	0.5	3.6
math	2+4	6.0	3	word	word	noninformative	-3	2.6	5.5	1.8	6.8	0.5	3.7
math	6+2	8.0	7	numeric	word	noninformative	-1	1.1	3.7	1.9	4.9	0.5	3.8
math	20+6	26.0	29	numeric	numeric	noninformative	3	2.4	5.0	2.5	4.7	0.5	4.0
baseline	17	17.0	15	word	word	noninformative	-2	2.2	3.3	1.1	2.9	0.5	3.6
math	16*22	352.0	351	word	word	informative	-1	2.4	5.2	2.3	7.6	0.5	4.1
baseline	17	17.0	21	numeric	numeric	noninformative	4	2.1	3.5	2.4	2.7	0.5	5.8
math	25/21	1.2	3	word	numeric	noninformative	2	2.2	5.3	2.7	3.7	0.5	5.3
baseline	12	12.0	18	word	word	informative	6	1.7	4.7	2.1	3.7	0.5	6.5
math	14*4	56.0	57	word	numeric	noninformative	1	1.2	4.6	2.6	6.8	0.5	5.0
math	28-14	14.0	21	numeric	numeric	informative	7	2.3	3.5	1.8	5.1	0.5	4.3
math	6-20	-14.0	-14	word	word	noninformative	0	2.3	7.9	1.3	3.8	0.5	5.2
math	19+1	20.0	18	numeric	word	informative	-2	1.8	5.1	2.8	4.2	0.5	4.3
math	2-12	-10.0	-10	numeric	numeric	informative	0	2.0	7.3	2.0	3.3	0.5	4.8
baseline	14	14.0	10	word	word	informative	-4	1.7	2.8	2.1	3.5	0.5	8.1
