trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	27*9	243.0	242	word	word	informative	-1	1.2	4.9	2.8	4.1	0.5	4.7
math	9/4	2.2	-3	word	numeric	noninformative	-5	1.9	2.8	2.0	4.8	0.5	5.1
math	26/4	6.5	2	word	numeric	informative	-4	2.3	5.9	1.3	4.4	0.5	3.2
baseline	23	23.0	26	numeric	numeric	informative	3	2.8	4.4	2.6	4.2	0.5	6.4
math	10*28	280.0	282	word	numeric	informative	2	2.8	3.6	1.9	4.0	0.5	7.6
math	17-12	5.0	4	numeric	numeric	noninformative	-1	2.9	3.9	1.1	5.2	0.5	5.3
math	9/1	9.0	9	numeric	word	informative	0	2.1	3.9	2.6	5.9	0.5	4.3
baseline	1	1.0	2	word	word	noninformative	1	1.3	3.7	1.0	4.0	0.5	5.2
baseline	30	30.0	33	word	word	noninformative	3	1.4	4.9	2.1	4.9	0.5	4.5
baseline	13	13.0	16	word	numeric	noninformative	3	2.2	5.5	1.3	4.7	0.5	2.5
baseline	23	23.0	24	numeric	numeric	informative	1	1.8	4.0	2.2	4.0	0.5	5.9
math	28+1	29.0	29	numeric	word	noninformative	0	1.4	3.6	2.2	4.8	0.5	4.5
baseline	14	14.0	18	numeric	word	noninformative	4	1.6	3.4	1.8	3.6	0.5	5.7
math	26/12	2.2	12	numeric	word	informative	10	3.0	6.0	2.6	4.5	0.5	3.7
math	26+11	37.0	40	word	word	noninformative	3	1.2	4.5	2.4	6.7	0.5	2.8
math	15+25	40.0	33	numeric	word	noninformative	-7	2.5	4.9	1.8	4.0	0.5	4.9
math	12-10	2.0	0	word	numeric	noninformative	-2	2.5	3.4	1.4	4.4	0.5	5.7
baseline	6	6.0	12	word	numeric	informative	6	2.2	3.9	1.4	5.5	0.5	4.4
math	7*13	91.0	89	numeric	numeric	informative	-2	2.0	5.2	2.5	6.6	0.5	4.3
math	10*24	240.0	248	numeric	word	informative	8	2.7	3.2	1.4	6.7	0.5	3.6
math	3+16	19.0	13	word	word	noninformative	-6	1.6	6.0	1.3	5.7	0.5	3.4
math	2-29	-27.0	-31	numeric	numeric	informative	-4	3.0	4.5	1.3	2.9	0.5	2.9
baseline	26	26.0	23	word	word	informative	-3	1.2	4.6	2.5	5.5	0.5	4.6
math	3-22	-19.0	-22	numeric	numeric	noninformative	-3	1.2	3.3	2.2	4.5	0.5	12.7
