trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	5-24	-19.0	-19	numeric	numeric	informative	0	1.4	6.3	2.3	4.3	0.5	2.9
subtraction	23-30	-7.0	-9	word	word	noninformative	-2	2.6	6.2	2.4	5.4	0.5	5.0
multiplication	15*3	45.0	46	word	word	noninformative	1	2.2	4.2	1.9	3.7	0.5	3.7
multiplication	11*8	88.0	86	numeric	word	noninformative	-2	1.7	3.5	1.9	4.5	0.5	3.9
multiplication	4*1	4.0	4	word	numeric	noninformative	0	1.8	3.7	2.3	4.9	0.5	5.2
addition	17+14	31.0	34	word	numeric	informative	3	1.9	7.4	1.8	4.0	0.5	6.3
subtraction	21-10	11.0	6	word	numeric	noninformative	-5	2.5	3.4	2.2	5.4	0.5	5.2
division	21/3	7.0	15	numeric	word	informative	8	1.6	3.3	1.6	2.8	0.5	3.8
division	24/1	24.0	23	numeric	numeric	informative	-1	1.3	5.5	1.2	4.5	0.5	4.0
subtraction	19-13	6.0	9	numeric	word	informative	3	2.6	5.1	2.7	3.5	0.5	4.7
multiplication	21*1	21.0	14	numeric	numeric	informative	-7	3.0	5.8	1.4	5.0	0.5	3.0
addition	13+10	23.0	22	numeric	numeric	informative	-1	1.5	4.4	2.6	4.6	0.5	5.4
division	15/11	1.4	0	word	numeric	informative	-1	1.8	3.9	1.9	4.1	0.5	4.6
multiplication	23*1	23.0	23	numeric	word	noninformative	0	1.9	3.6	2.1	3.9	0.5	4.5
subtraction	29-13	16.0	22	numeric	numeric	informative	6	2.3	4.9	2.9	3.7	0.5	4.8
multiplication	23*4	92.0	93	word	word	informative	1	2.6	6.7	1.2	5.3	0.5	4.4
addition	16+5	21.0	16	numeric	word	noninformative	-5	1.7	4.8	1.1	3.9	0.5	2.1
subtraction	13-10	3.0	-6	word	numeric	noninformative	-9	2.2	3.6	1.6	2.4	0.5	4.3
division	29/18	1.6	3	word	numeric	noninformative	1	1.2	4.9	2.8	4.9	0.5	7.1
addition	13+30	43.0	37	numeric	numeric	informative	-6	2.9	4.5	1.1	3.1	0.5	4.7
division	22/15	1.5	-2	word	word	informative	-3	2.9	3.3	2.3	6.5	0.5	4.0
addition	20+14	34.0	36	word	word	noninformative	2	2.8	4.1	2.5	4.4	0.5	6.8
addition	6+5	11.0	2	word	word	noninformative	-9	1.3	5.2	2.9	3.1	0.5	3.7
division	21/19	1.1	5	numeric	word	noninformative	4	2.8	3.7	2.7	3.6	0.5	5.1
