trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	19-7	12.0	15	numeric	word	informative	3	1.1	4.7	2.9	3.8	0.5	3.7
baseline	9	9.0	9	word	word	noninformative	0	2.6	3.8	1.2	3.8	0.5	4.0
baseline	12	12.0	16	numeric	numeric	informative	4	1.2	3.4	2.8	6.5	0.5	2.8
math	29*20	580.0	586	word	numeric	noninformative	6	2.3	7.3	1.3	4.4	0.5	4.6
math	28/25	1.1	-6	word	word	informative	-7	1.0	5.0	1.9	7.6	0.5	4.7
math	15-24	-9.0	-8	word	numeric	noninformative	1	2.9	5.7	1.4	5.3	0.5	5.3
math	6-27	-21.0	-16	word	numeric	informative	5	1.9	2.3	1.3	3.2	0.5	7.1
math	1-8	-7.0	-10	numeric	word	informative	-3	1.5	5.3	2.0	3.1	0.5	4.3
math	25*16	400.0	402	word	numeric	noninformative	2	1.4	4.0	2.8	4.1	0.5	3.6
math	9+6	15.0	14	numeric	word	informative	-1	1.8	4.4	2.8	4.2	0.5	3.3
math	2*8	16.0	15	numeric	numeric	noninformative	-1	1.0	6.1	2.7	3.7	0.5	4.1
math	21/9	2.3	7	word	word	informative	5	2.3	4.1	2.0	4.5	0.5	4.2
math	3+8	11.0	7	word	word	noninformative	-4	2.7	3.9	2.6	5.0	0.5	4.6
math	29/2	14.5	16	numeric	word	noninformative	1	2.2	5.7	2.9	5.9	0.5	4.4
baseline	7	7.0	9	numeric	word	noninformative	2	2.6	6.1	2.6	3.1	0.5	5.5
math	14+28	42.0	40	numeric	numeric	noninformative	-2	2.7	3.7	1.9	3.9	0.5	5.5
baseline	28	28.0	31	word	numeric	informative	3	1.5	4.6	1.7	4.4	0.5	4.2
baseline	7	7.0	15	word	word	informative	8	2.7	3.7	1.2	3.6	0.5	5.7
baseline	21	21.0	29	numeric	numeric	informative	8	1.6	3.8	3.0	3.7	0.5	3.5
baseline	24	24.0	24	numeric	word	noninformative	0	1.3	4.6	1.3	5.0	0.5	7.1
baseline	18	18.0	13	numeric	numeric	noninformative	-5	2.4	3.8	1.6	6.9	0.5	3.8
math	22+28	50.0	49	word	numeric	noninformative	-1	1.9	4.6	2.4	5.8	0.5	4.3
math	14*9	126.0	129	word	word	informative	3	2.1	4.7	2.3	5.6	0.5	3.0
math	27/7	3.9	0	numeric	numeric	informative	-4	1.8	4.7	1.4	4.0	0.5	11.1
