trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	11	11.0	10	word	word	informative	-1	2.0	3.5	2.7	4.0	0.5	4.5
baseline	7	7.0	9	word	word	informative	2	2.7	2.8	3.0	6.8	0.5	3.8
math	14*20	280.0	280	numeric	numeric	noninformative	0	2.0	3.5	1.3	5.9	0.5	3.5
math	20/18	1.1	-3	numeric	word	informative	-4	1.1	4.0	2.5	4.7	0.5	4.8
math	11-29	-18.0	-15	numeric	numeric	informative	3	2.8	5.6	2.2	3.5	0.5	4.6
math	28+11	39.0	39	numeric	word	noninformative	0	2.2	4.8	2.6	4.3	0.5	4.5
baseline	29	29.0	33	word	word	noninformative	4	1.5	2.7	2.9	3.5	0.5	4.9
baseline	30	30.0	31	numeric	word	noninformative	1	1.9	4.2	2.9	3.6	0.5	5.0
math	13*7	91.0	96	word	word	noninformative	5	1.5	6.3	2.9	3.0	0.5	4.1
math	1-3	-2.0	2	word	numeric	informative	4	1.9	4.8	2.9	4.4	0.5	3.7
baseline	9	9.0	11	numeric	word	informative	2	1.5	5.6	2.0	3.6	0.5	6.0
math	30-29	1.0	-2	numeric	numeric	noninformative	-3	1.3	8.0	1.8	4.0	0.5	7.1
math	14/7	2.0	6	numeric	numeric	informative	4	2.1	4.5	1.7	4.4	0.5	5.7
math	1-6	-5.0	-5	word	numeric	informative	0	1.0	2.6	1.8	4.7	0.5	3.3
math	3*1	3.0	2	word	numeric	noninformative	-1	3.0	3.9	1.6	4.1	0.5	6.5
baseline	29	29.0	20	numeric	numeric	informative	-9	2.2	3.4	1.6	5.5	0.5	3.5
baseline	10	10.0	19	word	numeric	noninformative	9	1.1	3.8	2.6	4.8	0.5	7.1
math	29/20	1.4	6	numeric	word	noninformative	5	2.8	3.3	2.6	7.7	0.5	4.4
math	10+21	31.0	35	numeric	numeric	noninformative	4	2.1	5.0	2.9	4.0	0.5	4.4
baseline	13	13.0	15	word	word	informative	2	1.5	4.4	1.5	4.1	0.5	3.8
math	3*9	27.0	20	numeric	word	noninformative	-7	1.4	5.6	1.7	4.0	0.5	3.7
math	20/16	1.2	1	word	numeric	informative	0	2.3	4.2	2.9	3.4	0.5	5.4
math	9+25	34.0	36	word	word	informative	2	1.3	3.6	1.0	7.5	0.5	5.6
math	19+7	26.0	23	word	numeric	noninformative	-3	2.5	3.0	2.1	5.1	0.5	9.0
