trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	3-5	-2.0	-7	numeric	numeric	informative	-5	3.0	1.4	2.0	4.1	5.5	4.4
math	2+25	27.0	33	numeric	numeric	noninformative	6	1.4	2.5	2.0	4.0	2.9	5.3
baseline	5	5.0	1	word	word	noninformative	-4	2.8	2.3	2.0	4.3	3.3	3.9
math	2*26	52.0	52	word	word	noninformative	0	1.1	1.7	2.0	4.9	4.9	3.9
math	25-20	5.0	12	numeric	numeric	noninformative	7	2.5	1.4	2.0	5.4	3.3	5.8
math	16/1	16.0	19	word	word	noninformative	3	2.4	1.6	2.0	4.0	3.9	6.9
math	10+6	16.0	22	numeric	word	informative	6	2.7	1.3	2.0	4.4	4.3	4.3
math	30/23	1.3	4	word	numeric	noninformative	3	2.2	2.2	2.0	4.3	3.4	5.5
math	19-1	18.0	17	word	word	noninformative	-1	1.7	1.0	2.0	2.8	4.8	5.4
math	13+1	14.0	16	word	word	informative	2	2.4	2.8	2.0	3.9	6.5	3.2
baseline	18	18.0	15	word	word	noninformative	-3	2.8	1.9	2.0	4.5	3.9	4.2
baseline	23	23.0	19	numeric	numeric	noninformative	-4	1.3	2.6	2.0	4.8	4.8	5.7
math	5*11	55.0	52	word	numeric	informative	-3	2.0	2.3	2.0	4.3	4.6	4.4
math	14-23	-9.0	-12	word	numeric	noninformative	-3	1.6	2.6	2.0	6.0	3.0	4.5
baseline	2	2.0	6	numeric	numeric	informative	4	2.4	2.3	2.0	3.4	4.0	5.2
baseline	30	30.0	30	numeric	word	informative	0	2.3	2.6	2.0	4.0	3.8	7.2
math	14*30	420.0	430	numeric	numeric	noninformative	10	1.2	2.0	2.0	4.6	3.3	3.5
math	27+13	40.0	43	numeric	word	informative	3	2.9	2.4	2.0	5.2	5.0	4.0
math	30/16	1.9	3	numeric	numeric	informative	1	2.6	2.8	2.0	4.6	4.8	5.1
baseline	21	21.0	22	word	word	informative	1	2.4	2.4	2.0	7.9	4.2	7.7
baseline	14	14.0	14	numeric	numeric	informative	0	1.3	1.2	2.0	7.2	3.0	4.4
math	11*3	33.0	33	word	word	informative	0	1.0	1.6	2.0	5.4	4.5	3.8
math	9/8	1.1	-6	word	word	noninformative	-7	3.0	2.1	2.0	6.8	7.3	3.7
baseline	27	27.0	26	numeric	numeric	informative	-1	1.8	2.1	2.0	6.9	4.7	4.7
